"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,391,124,2122,151,2853,246,6200
0.027,423,133,2126,153,2858,247,6200
0.029,455,135,2130,153,2861,249,6200
0.031,483,132,2134,151,2860,255,6200
0.033,507,124,2136,148,2856,267,6200
0.035,526,116,2137,147,2848,285,6200
0.037,539,108,2137,147,2837,306,6200
0.039,548,101,2136,149,2823,325,6200
0.041,553,95,2135,152,2809,337,6200
0.043,557,90,2133,157,2796,340,6200
0.045,558,86,2131,164,2788,334,6200
0.047,559,83,2130,171,2782,321,6200
0.049,558,81,2129,179,2779,305,6200
0.051,558,79,2130,189,2775,289,6200
0.053,556,78,2132,202,2768,273,6200
0.055,555,76,2136,217,2758,260,6200
0.057,554,75,2141,233,2745,248,6200
0.059,553,73,2146,248,2730,236,6200
0.061,552,72,2152,258,2716,226,6200
0.063,550,70,2158,264,2704,216,6200
0.065,549,69,2164,263,2694,207,6200
0.067,547,68,2168,256,2688,198,6200
0.069,545,67,2171,247,2684,191,6200
0.071,543,66,2172,238,2683,186,6200
0.073,541,65,2172,229,2682,181,6200
0.075,538,64,2170,222,2682,177,6200
0.077,536,63,2167,216,2682,174,6200
0.079,533,61,2163,210,2683,172,6200
0.081,531,60,2160,203,2683,172,6200
0.083,529,59,2157,195,2684,173,6200
0.085,527,58,2154,186,2685,175,6200
0.087,525,58,2152,176,2686,177,6200
0.089,522,59,2150,168,2687,176,6200
0.091,520,59,2149,160,2689,172,6200
0.093,517,60,2147,154,2691,165,6200
0.095,513,62,2145,150,2692,154,6200
0.097,509,64,2143,147,2694,143,6200
0.099,505,67,2141,144,2696,132,6200
0.101,501,71,2139,143,2699,123,6200
0.103,497,75,2137,142,2701,115,6200
0.105,492,81,2135,142,2704,109,6200
0.107,486,87,2133,144,2706,104,6200
0.109,480,94,2130,146,2707,101,6200
0.111,473,101,2127,150,2708,99,6200
0.113,462,109,2123,157,2708,99,6200
0.115,447,116,2117,166,2707,101,6200
0.117,428,120,2111,178,2705,105,6200
