"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,289,193,718,181,2503,969,5800
0.027,296,193,718,169,2530,1114,5800
0.029,305,200,718,164,2542,1241,5800
0.031,315,205,719,161,2549,1370,5800
0.033,325,213,718,161,2539,1461,5800
0.035,336,221,718,163,2516,1524,5800
0.037,348,226,718,164,2490,1577,5800
0.039,360,229,718,165,2450,1609,5800
0.041,372,228,719,165,2397,1626,5800
0.043,384,223,721,164,2337,1626,5800
0.045,394,214,725,162,2270,1620,5800
0.047,403,203,730,159,2199,1614,5800
0.049,411,193,736,156,2128,1625,5800
0.051,417,184,742,154,2058,1655,5800
0.053,421,178,749,153,2007,1695,5800
0.055,424,175,755,153,1957,1797,5800
0.057,424,174,761,152,1934,1896,5800
0.059,422,174,766,150,1936,2004,5800
0.061,416,174,770,147,1967,2100,5800
0.063,409,173,773,143,2039,2082,5800
0.065,400,172,777,138,2108,2183,5800
0.067,390,170,780,133,2207,2157,5800
0.069,379,167,783,130,2318,2055,5800
0.071,367,162,786,125,2431,2001,5800
0.073,356,158,789,124,2532,1879,5800
0.075,345,156,790,124,2624,1755,5800
0.077,334,154,791,126,2702,1625,5800
0.079,323,155,791,132,2745,1464,5800
0.081,312,154,789,135,2804,1348,5800
0.083,301,154,787,141,2813,1229,5800
0.085,291,160,787,152,2807,1152,5800
0.087,281,161,784,159,2848,1112,5800
0.089,271,170,785,175,2916,1143,5800
