"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,517,159,1883,250,2969,99,5800
0.027,533,159,1882,252,2972,107,5800
0.029,548,155,1877,252,2975,119,5800
0.031,561,150,1870,247,2979,134,5800
0.033,572,145,1863,240,2983,148,5800
0.035,580,139,1858,232,2987,162,5800
0.037,587,135,1853,226,2990,173,5800
0.039,591,131,1847,223,2994,182,5800
0.041,594,127,1841,223,2997,191,5800
0.043,595,125,1833,228,3001,201,5800
0.045,595,123,1822,235,3007,214,5800
0.047,594,122,1808,246,3013,232,5800
0.049,592,122,1790,259,3021,255,5800
0.051,589,124,1769,274,3030,284,5800
0.053,585,127,1747,289,3038,313,5800
0.055,580,132,1725,306,3046,338,5800
0.057,574,141,1702,325,3051,354,5800
0.059,566,153,1678,346,3053,361,5800
0.061,555,170,1652,370,3053,359,5800
0.063,542,190,1625,396,3052,355,5800
0.065,525,214,1592,419,3051,350,5800
