"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,297,111,1860,212,2889,423,6200
0.027,301,133,1849,196,2891,454,6200
0.029,306,157,1837,181,2897,488,6200
0.031,310,182,1825,170,2911,528,6200
0.033,314,211,1813,160,2938,582,6200
0.035,318,245,1800,153,2985,660,6200
0.037,323,284,1788,148,3055,810,6200
0.039,327,329,1774,146,3113,266,6200
0.041,332,375,1760,145,3100,222,6200
0.043,338,423,1743,145,3090,190,6200
0.045,348,465,1725,146,3081,168,6200
0.047,362,498,1705,147,3072,153,6200
0.049,381,518,1684,149,3062,143,6200
0.051,402,525,1662,152,3053,136,6200
0.053,424,523,1639,158,3044,131,6200
0.055,443,515,1615,165,3036,128,6200
0.057,458,505,1590,175,3030,125,6200
0.059,467,494,1563,187,3024,122,6200
0.061,469,482,1537,198,3019,119,6200
0.063,466,467,1509,210,3015,117,6200
0.065,459,447,1480,220,3012,116,6200
0.067,450,424,1452,228,3009,116,6200
0.069,439,399,1424,236,3008,119,6200
0.071,429,376,1398,242,3006,124,6200
0.073,418,354,1371,247,3005,131,6200
0.075,408,339,1347,255,3005,139,6200
0.077,399,333,1324,266,3007,148,6200
0.079,391,340,1306,286,3012,162,6200
