"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,519,108,1573,2417,2855,864,6200
0.027,518,115,1444,2104,2840,815,6200
0.029,517,126,1365,1871,2826,814,6200
0.031,515,140,1318,1690,2819,843,6200
0.033,510,156,1282,1476,2825,865,6200
0.035,502,170,1262,1268,2844,871,6200
0.037,491,180,1254,1069,2869,825,6200
0.039,479,181,1259,900,2891,725,6200
0.041,469,178,1275,781,2899,611,6200
0.043,461,174,1304,697,2897,509,6200
0.045,455,170,1339,641,2892,434,6200
0.047,450,168,1377,599,2888,383,6200
0.049,445,167,1415,564,2883,352,6200
0.051,440,164,1454,528,2879,338,6200
0.053,434,157,1493,488,2874,333,6200
0.055,428,146,1536,443,2867,340,6200
0.057,423,131,1584,396,2854,363,6200
0.059,419,115,1635,347,2837,398,6200
0.061,417,102,1683,301,2815,439,6200
0.063,415,91,1728,259,2783,476,6200
0.065,414,82,1765,226,2746,496,6200
0.067,413,77,1797,202,2709,490,6200
0.069,413,73,1826,185,2679,462,6200
0.071,412,72,1851,176,2657,426,6200
0.073,411,72,1878,171,2643,387,6200
