"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,593,383,723,2618,2747,1296,6200
0.027,587,380,864,1797,2836,1144,6200
0.029,567,373,929,1303,2865,1001,6200
0.031,545,352,969,1028,2862,901,6200
0.033,527,321,998,860,2843,826,6200
0.035,516,292,1020,758,2815,764,6200
0.037,509,268,1036,699,2783,707,6200
0.039,506,249,1051,667,2755,657,6200
0.041,504,235,1063,657,2734,613,6200
0.043,505,225,1075,668,2715,575,6200
0.045,509,220,1086,697,2700,545,6200
0.047,514,217,1097,742,2687,522,6200
0.049,521,217,1108,802,2672,502,6200
0.051,529,218,1118,866,2657,484,6200
0.053,538,220,1127,935,2641,463,6200
0.055,548,223,1139,1000,2628,441,6200
0.057,558,224,1156,1054,2616,419,6200
0.059,567,225,1179,1086,2606,398,6200
0.061,573,223,1208,1089,2598,379,6200
0.063,578,221,1243,1062,2590,360,6200
0.065,579,219,1279,1013,2580,342,6200
0.067,579,218,1311,957,2568,327,6200
0.069,577,221,1338,905,2554,315,6200
0.071,573,227,1360,869,2539,308,6200
0.073,566,239,1378,848,2522,305,6200
0.075,556,256,1392,847,2504,309,6200
0.077,540,278,1400,863,2484,318,6200
0.079,517,302,1405,895,2465,331,6200
0.081,490,323,1409,937,2446,349,6200
