"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,441,223,1929,670,2431,865,6200
0.027,467,219,1965,582,2414,932,6200
0.029,490,208,1993,479,2420,1015,6200
0.031,507,197,2011,391,2445,1080,6200
0.033,518,185,2024,320,2484,1126,6200
0.035,523,175,2036,272,2527,1133,6200
0.037,524,166,2049,243,2566,1098,6200
0.039,522,158,2065,232,2595,1026,6200
0.041,519,151,2083,235,2610,935,6200
0.043,515,144,2109,253,2613,837,6200
0.045,511,136,2144,285,2604,757,6200
0.047,507,129,2192,328,2585,707,6200
0.049,503,120,2263,373,2551,699,6200
0.051,499,112,2360,364,2497,783,6200
0.053,493,104,2427,267,2485,988,6200
0.055,487,96,2460,202,2514,1166,6200
0.057,480,88,2483,167,2559,1280,6200
0.059,471,82,2501,154,2608,1304,6200
0.061,463,77,2514,157,2651,1237,6200
0.063,455,73,2523,172,2687,1106,6200
0.065,447,70,2526,198,2717,954,6200
0.067,440,68,2521,225,2746,813,6200
0.069,433,67,2509,244,2775,706,6200
0.071,427,66,2497,247,2800,643,6200
0.073,422,65,2487,240,2823,607,6200
0.075,417,64,2480,226,2842,596,6200
0.077,413,62,2476,210,2855,598,6200
0.079,409,60,2474,197,2860,612,6200
0.081,406,56,2472,185,2855,634,6200
0.083,403,53,2472,178,2837,666,6200
0.085,401,49,2474,174,2807,707,6200
0.087,398,46,2476,173,2771,753,6200
0.089,396,44,2479,173,2732,801,6200
0.091,394,42,2482,172,2700,848,6200
0.093,392,41,2483,172,2672,902,6200
0.095,389,41,2483,173,2653,959,6200
0.097,386,41,2483,177,2637,1018,6200
0.099,382,42,2483,184,2630,1081,6200
