"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,247,524,1829,256,2982,1258,6200
0.027,254,605,1823,259,2881,1164,6200
0.029,272,680,1819,264,2827,1137,6200
0.031,299,743,1816,266,2807,1137,6200
0.033,335,799,1814,269,2809,1147,6200
0.035,375,849,1812,270,2834,1150,6200
0.037,414,895,1808,271,2873,1118,6200
0.039,451,936,1800,272,2905,1030,6200
0.041,484,968,1790,272,2908,921,6200
0.043,515,982,1774,271,2885,829,6200
0.045,542,969,1754,268,2850,768,6200
0.047,564,924,1732,263,2813,729,6200
0.049,581,858,1707,255,2775,705,6200
0.051,592,787,1684,247,2741,691,6200
0.053,600,714,1660,239,2709,683,6200
0.055,604,651,1636,234,2680,683,6200
0.057,604,598,1613,231,2655,687,6200
0.059,602,557,1588,231,2633,697,6200
0.061,597,526,1563,232,2614,708,6200
0.063,589,501,1534,232,2597,718,6200
0.065,578,482,1504,230,2581,726,6200
0.067,564,467,1475,224,2569,731,6200
0.069,547,456,1447,215,2560,736,6200
0.071,527,450,1423,206,2557,744,6200
0.073,505,447,1402,196,2558,755,6200
0.075,480,447,1385,188,2567,770,6200
0.077,455,450,1372,181,2588,791,6200
