"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,343,71,2560,511,3221,453,6200
0.027,347,61,2578,493,3231,525,6200
0.029,352,56,2586,454,3243,557,6200
0.031,356,53,2585,410,3242,544,6200
0.033,361,51,2577,370,3226,508,6200
0.035,366,50,2569,336,3204,478,6200
0.037,371,49,2565,305,3185,466,6200
0.039,376,48,2567,277,3170,475,6200
0.041,380,46,2573,251,3162,496,6200
0.043,385,45,2581,224,3158,521,6200
0.045,389,43,2588,199,3158,535,6200
0.047,394,41,2592,178,3160,536,6200
0.049,398,38,2595,164,3161,528,6200
0.051,403,36,2596,154,3161,514,6200
0.053,408,33,2597,150,3158,499,6200
0.055,412,30,2597,149,3152,489,6200
0.057,416,27,2597,153,3140,485,6200
0.059,420,25,2597,160,3123,485,6200
0.061,423,23,2596,169,3101,485,6200
0.063,425,22,2593,180,3073,483,6200
0.065,427,20,2587,194,3042,475,6200
0.067,428,20,2576,209,3011,461,6200
0.069,429,20,2561,222,2985,445,6200
0.071,429,20,2544,233,2964,432,6200
0.073,429,21,2527,240,2948,427,6200
0.075,429,23,2512,246,2933,431,6200
0.077,429,26,2499,250,2921,442,6200
0.079,428,30,2489,251,2909,456,6200
0.081,427,33,2481,249,2900,471,6200
0.083,426,38,2474,242,2894,489,6200
0.085,426,43,2467,230,2892,511,6200
0.087,425,47,2461,215,2893,537,6200
0.089,425,51,2455,200,2896,572,6200
0.091,426,54,2451,187,2901,616,6200
