"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,698,416,1726,196,3558,343,6156
0.027,702,401,1726,183,3564,329,6156
0.029,705,392,1726,172,3573,316,6156
0.031,707,388,1727,162,3586,301,6156
0.033,706,392,1729,155,3601,282,6156
0.035,702,404,1732,151,3618,257,6156
0.037,694,429,1737,150,3632,229,6156
0.039,681,468,1743,154,3642,205,6156
0.041,662,528,1749,161,3651,188,6156
0.043,633,604,1757,170,3657,181,6156
0.045,594,691,1764,180,3661,183,6156
0.047,534,779,1771,193,3661,194,6156
0.049,459,822,1778,206,3655,211,6156
0.051,390,776,1784,219,3639,232,6156
0.053,365,697,1789,230,3612,251,6156
0.055,360,641,1796,235,3579,259,6156
0.057,355,589,1803,237,3543,255,6156
0.059,346,535,1812,236,3511,241,6156
0.061,336,481,1821,232,3486,223,6156
0.063,327,423,1830,229,3468,206,6156
0.065,320,371,1840,227,3455,194,6156
0.067,314,323,1849,227,3446,188,6156
0.069,310,285,1857,230,3440,189,6156
0.071,306,256,1865,236,3436,200,6156
0.073,304,230,1872,248,3434,221,6156
0.075,301,209,1878,268,3432,256,6156
0.077,299,192,1883,296,3432,303,6156
0.079,296,175,1886,338,3434,370,6156
0.081,294,158,1887,391,3440,452,6156
0.083,290,139,1885,461,3451,559,6156
0.085,286,119,1879,545,3471,694,6156
0.087,282,100,1870,635,3501,853,6156
