"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,202,87,536,547,2490,826,5889
0.027,204,89,544,458,2481,822,5889
0.029,206,88,553,387,2472,842,5889
0.031,207,84,562,325,2470,895,5889
0.033,209,78,570,279,2469,970,5889
0.035,211,74,578,247,2468,1072,5889
0.037,213,70,586,225,2464,1176,5889
0.039,215,67,594,207,2464,1273,5889
0.041,217,63,601,194,2469,1324,5889
0.043,219,63,608,192,2455,1232,5889
0.045,219,57,613,172,2504,1316,5889
0.047,221,57,620,173,2504,1221,5889
0.049,222,55,625,171,2518,1132,5889
0.051,222,54,629,167,2544,1124,5889
0.053,222,52,633,164,2575,1095,5889
0.055,222,53,637,175,2568,1047,5889
0.057,222,54,641,187,2561,991,5889
0.059,222,51,641,179,2617,1002,5889
0.061,222,51,641,183,2641,993,5889
0.063,222,50,641,187,2680,987,5889
0.065,222,51,642,197,2707,977,5889
0.067,222,53,642,210,2729,965,5889
0.069,223,51,639,205,2852,748,5889
0.071,223,52,638,213,2870,618,5889
0.073,224,54,636,222,2877,527,5889
0.075,225,56,634,234,2881,471,5889
0.077,226,58,631,243,2886,420,5889
0.079,227,60,625,254,2890,404,5889
0.081,228,63,618,266,2891,406,5889
0.083,229,65,610,271,2896,415,5889
0.085,230,68,599,275,2901,443,5889
0.087,231,72,591,288,2905,524,5889
0.089,232,74,580,279,2908,577,5889
0.091,233,77,573,278,2913,688,5889
0.093,234,81,566,273,2913,838,5889
0.095,236,89,562,289,2781,1169,5889
0.097,237,90,559,268,2720,1185,5889
0.099,238,92,558,254,2678,1190,5889
0.101,240,96,559,248,2633,1184,5889
0.103,242,98,562,239,2605,1199,5889
0.105,244,103,565,239,2563,1190,5889
0.107,247,109,570,247,2522,1182,5889
0.109,249,113,575,250,2496,1208,5889
0.111,250,111,583,234,2517,1265,5889
0.113,252,114,590,236,2509,1283,5889
0.115,254,116,598,238,2511,1303,5889
0.117,256,120,606,244,2510,1296,5889
0.119,258,120,614,243,2532,1335,5889
0.121,260,124,625,253,2542,1356,5889
0.123,262,127,637,263,2577,1458,5889
0.125,262,124,652,259,2655,1609,5889
0.127,263,125,669,267,2723,1778,5889
0.129,265,127,692,279,2816,2032,5889
0.131,266,130,716,294,2888,2270,5889
