"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,788,856,1655,217,2570,487,6200
0.027,814,756,1661,193,2566,444,6200
0.029,834,684,1666,174,2564,417,6200
0.031,851,629,1670,160,2565,398,6200
0.033,865,585,1673,150,2567,386,6200
0.035,877,546,1674,142,2570,378,6200
0.037,886,510,1674,137,2573,374,6200
0.039,894,475,1674,132,2576,374,6200
0.041,898,442,1673,128,2577,378,6200
0.043,901,408,1672,125,2577,387,6200
0.045,901,376,1671,121,2575,400,6200
0.047,900,346,1671,119,2571,420,6200
0.049,898,322,1671,117,2567,448,6200
0.051,896,303,1673,117,2564,483,6200
0.053,894,289,1675,119,2563,528,6200
0.055,892,278,1678,122,2568,580,6200
0.057,891,271,1682,126,2580,639,6200
0.059,890,267,1686,131,2599,701,6200
0.061,889,264,1691,137,2625,763,6200
0.063,889,263,1696,144,2658,825,6200
0.065,887,264,1702,151,2698,876,6200
0.067,885,267,1707,159,2739,907,6200
0.069,881,271,1711,167,2776,906,6200
0.071,875,277,1715,174,2801,869,6200
0.073,866,286,1717,181,2812,802,6200
0.075,856,297,1717,186,2812,718,6200
0.077,843,310,1717,190,2806,630,6200
0.079,828,326,1717,194,2799,547,6200
0.081,813,343,1716,196,2793,477,6200
0.083,795,362,1716,197,2790,417,6200
0.085,775,381,1715,199,2789,368,6200
0.087,752,397,1714,199,2789,330,6200
0.089,726,408,1713,198,2791,298,6200
0.091,698,409,1712,197,2792,273,6200
0.093,667,399,1709,193,2792,252,6200
0.095,633,374,1704,187,2790,237,6200
0.097,601,337,1697,181,2786,227,6200
0.099,571,292,1689,173,2779,224,6200
0.101,545,250,1680,166,2771,226,6200
