"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,307,220,774,677,3088,786,5800
0.027,328,238,823,746,3095,674,5800
0.029,348,242,892,732,3089,583,5800
0.031,364,237,943,677,3072,521,5800
0.033,373,228,974,623,3045,475,5800
0.035,380,217,1002,565,3012,427,5800
0.037,386,208,1026,511,2979,382,5800
0.039,391,201,1046,463,2949,341,5800
0.041,397,194,1064,419,2924,307,5800
0.043,401,188,1077,385,2910,282,5800
0.045,406,184,1087,359,2902,266,5800
0.047,410,182,1094,344,2901,260,5800
0.049,413,180,1100,333,2905,260,5800
0.051,417,180,1106,326,2914,268,5800
0.053,422,179,1112,322,2926,281,5800
0.055,426,179,1118,323,2940,302,5800
0.057,432,173,1124,310,2955,318,5800
0.059,437,167,1131,302,2970,341,5800
0.061,442,159,1139,292,2984,363,5800
0.063,446,151,1146,282,2993,380,5800
0.065,449,143,1153,273,2998,388,5800
0.067,452,135,1160,268,2998,387,5800
0.069,453,132,1170,275,2996,388,5800
0.071,453,124,1175,266,2999,369,5800
0.073,452,121,1183,272,3003,364,5800
0.075,451,120,1191,280,3011,365,5800
0.077,448,120,1199,288,3019,371,5800
0.079,444,120,1205,293,3028,382,5800
0.081,439,121,1212,299,3037,397,5800
0.083,433,124,1217,307,3041,415,5800
0.085,427,125,1220,306,3046,424,5800
0.087,421,127,1222,309,3046,431,5800
0.089,415,129,1223,315,3042,434,5800
0.091,407,133,1221,327,3038,435,5800
0.093,400,137,1219,349,3032,441,5800
0.095,391,142,1215,386,3028,456,5800
0.097,381,149,1208,446,3026,487,5800
0.099,370,155,1195,533,3026,538,5800
0.101,357,160,1168,664,3025,619,5800
0.103,344,161,1115,832,3021,731,5800
0.105,332,160,989,1006,3010,889,5800
0.107,321,158,826,950,2977,1119,5800
0.109,312,156,756,815,2823,1411,5800
0.111,304,157,724,742,2625,1275,5800
0.113,298,161,703,718,2573,1087,5800
0.115,293,170,682,735,2564,953,5800
0.117,289,185,656,796,2568,856,5800
0.119,287,209,611,908,2572,784,5800
0.121,286,241,529,1073,2573,730,5800
