"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,462,89,972,222,2935,294,6200
0.027,463,89,980,210,2926,288,6200
0.029,464,89,988,196,2917,283,6200
0.031,465,89,997,183,2908,280,6200
0.033,465,90,1007,170,2900,278,6200
0.035,465,91,1019,158,2893,275,6200
0.037,465,93,1033,148,2889,273,6200
0.039,465,97,1048,141,2888,273,6200
0.041,465,102,1062,135,2891,273,6200
0.043,466,108,1077,131,2897,274,6200
0.045,467,115,1091,129,2905,275,6200
0.047,469,122,1104,128,2913,275,6200
0.049,471,128,1116,129,2920,274,6200
0.051,474,132,1126,131,2925,273,6200
0.053,477,135,1136,135,2927,272,6200
0.055,480,136,1147,141,2926,271,6200
0.057,483,134,1159,147,2922,270,6200
0.059,486,131,1173,152,2917,270,6200
0.061,488,127,1187,156,2912,270,6200
0.063,490,121,1202,157,2907,270,6200
0.065,491,116,1217,155,2904,271,6200
0.067,492,111,1231,152,2902,274,6200
0.069,492,108,1242,148,2903,277,6200
0.071,491,106,1252,145,2904,283,6200
0.073,490,105,1260,144,2906,290,6200
0.075,489,105,1267,146,2907,298,6200
0.077,487,106,1275,150,2906,306,6200
0.079,484,106,1282,157,2903,312,6200
0.081,482,107,1290,165,2898,316,6200
0.083,479,107,1299,176,2891,319,6200
0.085,475,106,1309,186,2884,320,6200
0.087,472,105,1321,196,2878,320,6200
0.089,469,103,1334,204,2871,317,6200
0.091,465,101,1346,210,2865,311,6200
0.093,462,99,1358,214,2857,304,6200
0.095,459,96,1368,215,2849,295,6200
0.097,455,92,1378,215,2840,287,6200
0.099,452,89,1386,214,2832,281,6200
0.101,449,86,1393,214,2825,280,6200
0.103,446,83,1399,215,2820,283,6200
0.105,443,80,1405,218,2817,293,6200
0.107,440,77,1411,223,2816,310,6200
0.109,438,74,1418,232,2817,335,6200
0.111,435,71,1424,243,2820,365,6200
0.113,433,68,1432,256,2823,402,6200
0.115,431,65,1442,272,2828,443,6200
0.117,429,63,1453,288,2834,484,6200
0.119,427,60,1468,302,2842,522,6200
0.121,425,58,1484,311,2852,554,6200
0.123,422,57,1502,314,2863,575,6200
0.125,419,56,1520,312,2873,584,6200
0.127,416,55,1537,308,2879,580,6200
0.129,413,55,1553,306,2880,565,6200
0.131,409,55,1568,310,2875,546,6200
0.133,404,55,1588,322,2866,525,6200
0.135,399,56,1615,343,2855,508,6200
0.137,393,57,1652,371,2843,494,6200
0.139,386,57,1701,402,2831,485,6200
