"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,397,449,1627,329,2827,576,6200
0.027,416,420,1607,371,2789,606,6200
0.029,437,401,1584,414,2752,633,6200
0.031,460,388,1560,455,2719,656,6200
0.033,485,376,1533,494,2688,677,6200
0.035,511,363,1507,529,2663,693,6200
0.037,537,349,1480,559,2648,703,6200
0.039,561,333,1452,580,2646,704,6200
0.041,581,315,1425,588,2660,690,6200
0.043,599,294,1397,576,2687,655,6200
0.045,612,272,1371,542,2721,600,6200
0.047,619,250,1351,493,2752,534,6200
0.049,622,229,1338,436,2775,469,6200
0.051,622,212,1331,385,2789,415,6200
0.053,618,198,1327,340,2795,371,6200
0.055,612,188,1326,305,2795,337,6200
0.057,604,183,1325,279,2791,312,6200
0.059,592,181,1325,261,2786,294,6200
0.061,579,183,1325,250,2780,280,6200
0.063,563,188,1323,244,2775,270,6200
0.065,544,196,1321,244,2771,264,6200
0.067,520,208,1318,248,2769,262,6200
0.069,493,221,1314,256,2769,264,6200
