"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,367,50,2569,127,2949,820,6200
0.027,363,47,2574,124,2977,831,6200
0.029,357,43,2579,122,3017,834,6200
0.031,352,39,2586,122,3063,839,6200
0.033,347,36,2592,125,3112,842,6200
0.035,342,32,2599,125,3165,814,6200
0.037,339,29,2604,129,3206,798,6200
0.039,337,25,2608,129,3242,750,6200
0.041,336,22,2611,130,3264,709,6200
0.043,336,20,2614,132,3276,681,6200
0.045,336,18,2617,134,3279,662,6200
0.047,337,17,2620,137,3278,655,6200
0.049,337,17,2624,140,3276,657,6200
0.051,338,18,2628,143,3277,660,6200
0.053,338,20,2632,145,3284,660,6200
0.055,338,21,2637,146,3294,652,6200
0.057,339,23,2640,147,3305,637,6200
0.059,339,26,2644,147,3315,617,6200
0.061,339,27,2647,148,3323,597,6200
0.063,339,29,2649,149,3328,576,6200
0.065,338,29,2652,151,3331,555,6200
0.067,338,29,2654,152,3330,535,6200
0.069,337,29,2656,154,3326,519,6200
0.071,335,28,2658,156,3318,509,6200
0.073,334,27,2659,159,3308,505,6200
0.075,333,27,2660,162,3295,511,6200
0.077,331,27,2661,167,3280,530,6200
0.079,330,28,2663,172,3267,560,6200
0.081,329,29,2666,178,3256,601,6200
0.083,327,32,2671,185,3248,658,6200
0.085,325,34,2676,191,3243,715,6200
0.087,323,38,2681,202,3237,791,6200
