"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,504,100,684,262,3067,832,6067
0.027,505,93,688,264,3073,724,6067
0.029,502,90,691,254,3076,665,6067
0.031,497,90,695,238,3080,649,6067
0.033,492,92,700,233,3070,732,6067
0.035,481,90,705,196,3086,668,6067
0.037,473,88,711,174,3085,678,6067
0.039,466,85,717,161,3077,689,6067
0.041,462,81,721,146,3071,665,6067
0.043,459,78,722,138,3065,633,6067
0.045,459,75,721,133,3060,586,6067
0.047,462,80,721,150,3041,589,6067
0.049,460,76,715,139,3049,512,6067
0.051,457,73,708,131,3052,454,6067
0.053,453,75,701,132,3051,430,6067
0.055,448,78,694,133,3050,416,6067
0.057,441,81,686,136,3049,419,6067
0.059,434,84,678,140,3050,434,6067
0.061,427,86,670,145,3054,462,6067
0.063,421,89,660,152,3057,507,6067
0.065,416,91,650,159,3061,569,6067
0.067,412,94,637,167,3061,656,6067
0.069,409,98,625,171,3052,756,6067
0.071,409,109,612,194,2987,906,6067
0.073,401,110,600,174,2972,926,6067
0.075,395,120,588,170,2910,929,6067
0.077,387,135,578,167,2846,877,6067
0.079,376,154,568,164,2784,790,6067
0.081,365,188,558,175,2721,714,6067
0.083,347,208,554,175,2685,633,6067
