"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,316,163,2540,190,3008,136,5844
0.027,318,155,2546,191,3005,131,5844
0.029,319,152,2557,198,3004,133,5844
0.031,320,154,2572,207,3005,140,5844
0.033,322,154,2593,214,3008,152,5844
0.035,323,154,2615,219,3012,169,5844
0.037,325,153,2642,228,3020,201,5844
0.039,326,153,2661,223,3026,231,5844
0.041,328,149,2677,218,3034,269,5844
0.043,329,146,2689,215,3044,319,5844
0.045,331,140,2695,208,3053,367,5844
0.047,332,135,2695,205,3056,406,5844
0.049,332,133,2696,206,3065,454,5844
0.051,333,129,2691,207,3063,473,5844
0.053,333,126,2684,211,3059,480,5844
0.055,333,124,2681,219,3060,498,5844
0.057,333,120,2673,230,3049,495,5844
0.059,334,116,2666,243,3037,491,5844
0.061,335,113,2660,263,3024,497,5844
0.063,335,109,2651,283,3009,498,5844
0.065,336,105,2637,303,2990,474,5844
0.067,337,102,2623,320,2976,457,5844
0.069,337,100,2605,333,2966,432,5844
0.071,338,96,2585,334,2962,401,5844
0.073,338,94,2569,331,2960,377,5844
0.075,337,93,2555,329,2962,359,5844
0.077,337,89,2541,319,2966,335,5844
0.079,336,86,2532,312,2973,317,5844
0.081,334,84,2525,310,2981,300,5844
0.083,333,80,2520,303,2991,278,5844
0.085,331,77,2515,297,3000,255,5844
0.087,329,77,2511,300,3007,237,5844
0.089,327,74,2506,297,3011,216,5844
0.091,325,72,2501,304,3014,205,5844
