"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,386,78,2633,510,3181,487,6200
0.027,391,78,2692,488,3192,562,6200
0.029,397,79,2739,431,3221,674,6200
0.031,402,80,2763,364,3278,793,6200
0.033,408,81,2770,304,3369,889,6200
0.035,413,80,2766,260,3477,925,6200
0.037,419,78,2757,231,3572,885,6200
0.039,424,75,2747,212,3625,806,6200
0.041,429,70,2737,201,3637,747,6200
0.043,434,64,2728,196,3623,715,6200
0.045,439,58,2720,194,3595,710,6200
0.047,444,52,2713,196,3563,722,6200
0.049,450,46,2706,198,3528,744,6200
0.051,454,42,2700,200,3493,769,6200
0.053,457,40,2695,202,3454,788,6200
0.055,460,39,2692,204,3415,792,6200
0.057,461,39,2693,209,3380,791,6200
0.059,462,40,2697,219,3353,807,6200
0.061,464,41,2707,233,3330,848,6200
0.063,466,41,2722,251,3305,916,6200
0.065,469,40,2739,266,3278,997,6200
0.067,472,38,2756,277,3251,1083,6200
0.069,474,36,2772,281,3230,1170,6200
0.071,476,34,2786,283,3215,1270,6200
