"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,618,39,1592,171,2601,191,6200
0.027,610,39,1563,193,2605,211,6200
0.029,603,40,1529,223,2609,243,6200
0.031,594,44,1494,262,2610,289,6200
0.033,584,49,1453,310,2611,356,6200
0.035,572,55,1408,357,2612,441,6200
0.037,559,60,1365,397,2612,546,6200
0.039,546,63,1326,423,2615,670,6200
0.041,534,63,1293,435,2623,800,6200
0.043,523,61,1263,437,2631,930,6200
0.045,515,57,1235,434,2644,1057,6200
0.047,508,54,1206,432,2657,1175,6200
0.049,503,51,1175,434,2662,1271,6200
0.051,499,50,1145,438,2668,1344,6200
0.053,495,50,1110,439,2675,1360,6200
0.055,491,51,1076,438,2677,1366,6200
0.057,487,53,1043,430,2683,1300,6200
0.059,482,55,1014,420,2690,1196,6200
0.061,477,58,993,409,2698,1100,6200
0.063,472,60,976,402,2710,1006,6200
0.065,466,63,966,403,2727,933,6200
0.067,461,67,961,410,2752,880,6200
0.069,455,71,962,430,2781,851,6200
0.071,451,76,968,463,2811,836,6200
0.073,445,82,977,502,2850,829,6200
0.075,440,90,989,558,2888,827,6200
0.077,433,100,1005,630,2923,827,6200
0.079,425,111,1023,720,2957,825,6200
