"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,480,75,2408,274,3098,149,6022
0.027,474,82,2456,302,3093,167,6022
0.029,470,89,2498,321,3088,183,6022
0.031,469,92,2531,330,3086,195,6022
0.033,470,91,2556,336,3084,201,6022
0.035,472,84,2577,338,3084,201,6022
0.037,474,74,2598,341,3084,195,6022
0.039,475,63,2620,339,3085,186,6022
0.041,474,53,2645,333,3086,175,6022
0.043,473,45,2672,318,3089,166,6022
0.045,471,39,2697,293,3093,159,6022
0.047,470,35,2715,265,3098,153,6022
0.049,468,33,2724,242,3101,147,6022
0.051,466,35,2721,242,3098,144,6022
0.053,464,34,2724,224,3100,141,6022
0.055,461,38,2718,226,3098,143,6022
0.057,457,43,2710,235,3094,150,6022
0.059,451,51,2702,241,3090,160,6022
0.061,445,62,2694,248,3086,174,6022
0.063,440,72,2692,240,3087,189,6022
0.065,436,83,2692,234,3087,206,6022
0.067,435,93,2693,228,3087,223,6022
0.069,437,99,2695,223,3087,239,6022
0.071,441,103,2697,219,3087,254,6022
0.073,446,104,2699,218,3086,268,6022
0.075,451,102,2700,218,3084,283,6022
0.077,456,100,2700,221,3080,298,6022
0.079,460,97,2699,225,3073,317,6022
0.081,463,94,2697,230,3064,339,6022
0.083,465,94,2692,239,3047,370,6022
0.085,465,92,2687,236,3034,401,6022
0.087,466,91,2682,236,3015,437,6022
0.089,467,90,2678,238,2993,472,6022
0.091,468,87,2674,239,2976,501,6022
0.093,470,83,2672,246,2957,525,6022
0.095,473,78,2672,261,2939,549,6022
0.097,476,73,2675,282,2918,578,6022
0.099,478,68,2683,307,2893,617,6022
0.101,480,65,2699,331,2860,679,6022
0.103,482,63,2717,333,2828,778,6022
0.105,482,62,2730,317,2802,921,6022
0.107,483,64,2733,298,2786,1078,6022
0.109,483,66,2730,281,2769,1245,6022
0.111,483,69,2721,270,2759,1384,6022
0.113,483,72,2709,263,2738,1484,6022
0.115,484,75,2692,265,2705,1506,6022
0.117,487,77,2661,1431,2674,279,6022
0.119,491,77,2610,1266,2656,308,6022
0.121,495,74,2554,1051,2643,359,6022
0.123,500,71,2480,826,2652,428,6022
0.125,505,67,2395,675,2681,450,6022
0.127,509,63,2331,595,2695,440,6022
0.129,511,60,2282,546,2696,438,6022
0.131,512,58,2246,522,2690,450,6022
0.133,512,57,2217,521,2678,482,6022
0.135,510,56,2196,527,2665,532,6022
0.137,508,57,2182,550,2645,606,6022
0.139,505,58,2177,587,2617,709,6022
0.141,501,61,2188,629,2574,855,6022
