"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,224,117,2412,125,3332,597,6156
0.027,225,111,2414,125,3342,602,6156
0.029,228,109,2417,126,3354,612,6156
0.031,234,110,2420,131,3372,637,6156
0.033,244,113,2425,143,3398,687,6156
0.035,257,113,2433,166,3439,786,6156
0.037,268,108,2447,208,3506,962,6156
0.039,275,103,2472,273,3601,1301,6156
0.041,278,100,2517,361,3625,1875,6156
0.043,278,100,2583,439,3600,2502,6156
0.045,276,100,2646,478,3588,3148,6156
0.047,274,102,2693,494,3599,3683,6156
0.049,271,103,2734,505,3620,4173,6156
0.051,268,103,2750,537,3573,3860,6156
0.053,265,102,2767,583,3515,3428,6156
0.055,261,98,2783,649,3454,2950,6156
0.057,259,91,2796,745,3399,2428,6156
0.059,256,83,2793,880,3352,1896,6156
0.061,255,76,2745,1014,3345,1425,6156
0.063,255,69,2664,1058,3369,1095,6156
0.065,254,65,2598,1031,3385,913,6156
0.067,253,62,2546,965,3398,790,6156
0.069,252,60,2505,896,3406,709,6156
0.071,251,59,2471,840,3411,657,6156
