"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,354,43,2488,201,3364,1767,6111
0.027,359,44,2507,196,3342,1942,6111
0.029,365,46,2532,188,3325,2279,6111
0.031,369,47,2557,175,3338,2764,6111
0.033,374,49,2580,158,3388,263,6111
0.035,378,52,2597,144,3383,300,6111
0.037,381,54,2608,138,3379,368,6111
0.039,384,55,2612,140,3377,473,6111
0.041,387,56,2610,153,3375,639,6111
0.043,390,55,2599,175,3361,847,6111
0.045,393,53,2579,207,3310,1087,6111
0.047,395,51,2545,248,3202,1254,6111
0.049,397,50,2501,295,3075,1285,6111
0.051,399,49,2437,338,3001,1166,6111
0.053,401,47,2364,354,2969,1037,6111
0.055,403,45,2284,348,2951,928,6111
0.057,404,43,2212,321,2935,846,6111
0.059,406,41,2147,286,2919,782,6111
0.061,406,40,2095,252,2901,731,6111
0.063,406,39,2051,229,2869,665,6111
0.065,405,37,2013,210,2832,567,6111
0.067,402,37,1982,201,2804,476,6111
0.069,400,38,1955,195,2785,389,6111
0.071,397,40,1933,195,2776,328,6111
0.073,394,44,1911,201,2774,284,6111
0.075,392,48,1892,213,2777,262,6111
0.077,392,52,1873,231,2783,249,6111
0.079,393,56,1855,255,2792,250,6111
0.081,396,59,1837,284,2802,258,6111
0.083,401,61,1818,320,2815,274,6111
0.085,406,61,1796,361,2827,296,6111
