"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,201,166,589,151,2464,546,5800
0.027,196,149,589,151,2455,585,5800
0.029,193,139,590,159,2449,659,5800
0.031,192,137,593,175,2448,784,5800
0.033,192,140,599,195,2457,958,5800
0.035,194,148,607,219,2482,1188,5800
0.037,197,162,616,246,2531,1481,5800
0.039,202,182,626,275,2603,1803,5800
0.041,210,208,636,303,2792,2576,5800
0.043,221,239,646,334,2905,3903,5800
0.045,239,274,657,375,3239,1080,5800
0.047,265,302,673,426,3212,973,5800
0.049,297,310,700,485,3192,922,5800
0.051,324,291,737,528,3168,902,5800
0.053,341,269,777,551,3152,884,5800
0.055,346,253,798,558,3121,891,5800
0.057,345,244,804,568,3082,907,5800
0.059,339,238,795,578,3026,913,5800
0.061,331,234,772,589,2951,930,5800
0.063,323,231,756,598,2889,920,5800
0.065,319,231,743,631,2820,919,5800
0.067,319,235,742,701,2771,917,5800
0.069,324,242,756,853,2736,934,5800
0.071,338,249,861,1159,2718,969,5800
0.073,354,246,1102,1245,2715,1020,5800
0.075,370,231,1294,1093,2727,1090,5800
0.077,381,211,1421,915,2742,1176,5800
0.079,388,192,1508,747,2765,1264,5800
0.081,391,176,1575,610,2786,1358,5800
0.083,390,166,1628,512,2802,1452,5800
0.085,388,158,1674,440,2809,1539,5800
0.087,384,153,1718,387,2818,1625,5800
0.089,379,151,1762,349,2833,1716,5800
0.091,373,149,1809,316,2858,1836,5800
0.093,368,147,1853,290,2897,1948,5800
0.095,365,143,1896,266,2949,2042,5800
0.097,364,139,1938,243,3013,2095,5800
0.099,366,133,1977,222,3079,2085,5800
0.101,369,125,2014,204,3143,2013,5800
0.103,372,117,2047,189,3190,1898,5800
0.105,375,109,2079,181,3220,1767,5800
0.107,377,103,2110,178,3238,1650,5800
