"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,428,135,1931,295,2812,348,5800
0.027,439,128,1914,278,2791,343,5800
0.029,450,121,1899,264,2771,341,5800
0.031,460,116,1886,259,2755,349,5800
0.033,468,114,1877,262,2742,363,5800
0.035,476,112,1870,271,2733,383,5800
0.037,483,113,1867,286,2730,408,5800
0.039,489,115,1866,307,2733,434,5800
0.041,496,118,1869,332,2742,460,5800
0.043,502,122,1874,360,2754,478,5800
0.045,508,125,1880,390,2761,487,5800
0.047,513,128,1885,424,2760,490,5800
0.049,519,130,1886,464,2745,488,5800
0.051,524,129,1880,514,2717,476,5800
0.053,528,127,1865,567,2684,452,5800
0.055,532,124,1838,621,2652,414,5800
0.057,535,120,1805,669,2629,374,5800
0.059,537,116,1766,712,2615,339,5800
0.061,538,112,1722,754,2607,313,5800
0.063,537,110,1677,796,2604,298,5800
0.065,535,108,1625,838,2602,292,5800
0.067,533,107,1568,887,2602,297,5800
0.069,529,108,1504,933,2603,311,5800
0.071,525,108,1429,974,2605,336,5800
0.073,520,109,1357,1004,2607,372,5800
0.075,516,112,1284,1023,2608,417,5800
0.077,512,116,1212,1053,2611,482,5800
0.079,508,122,1146,1081,2608,540,5800
0.081,503,133,1068,1135,2601,608,5800
0.083,499,148,977,1194,2597,676,5800
0.085,493,169,847,1215,2592,729,5800
0.087,485,194,708,1081,2599,768,5800
0.089,471,221,656,838,2615,793,5800
0.091,451,244,655,652,2639,820,5800
0.093,427,251,666,538,2657,852,5800
0.095,404,244,677,455,2669,895,5800
0.097,385,231,686,400,2667,967,5800
0.099,369,216,692,361,2643,1041,5800
0.101,356,204,699,339,2602,1106,5800
0.103,345,192,707,325,2570,1114,5800
0.105,337,184,716,320,2554,1094,5800
0.107,329,177,723,316,2559,1039,5800
0.109,322,174,728,317,2570,969,5800
0.111,316,173,729,320,2585,895,5800
0.113,309,176,726,327,2600,832,5800
0.115,303,185,717,341,2616,790,5800
0.117,297,201,705,364,2634,766,5800
0.119,290,221,691,392,2651,764,5800
0.121,282,248,673,426,2670,784,5800
0.123,274,280,653,467,2678,832,5800
0.125,265,320,630,517,2670,914,5800
0.127,256,366,600,573,2634,1021,5800
0.129,248,425,558,640,2560,1123,5800
0.131,241,482,509,706,2466,1158,5800
0.133,244,493,473,808,2388,1143,5800
