"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,844,315,1941,289,2514,510,6200
0.027,847,273,1908,266,2496,397,6200
0.029,853,245,1885,242,2491,333,6200
0.031,861,226,1871,223,2492,297,6200
0.033,871,213,1861,207,2497,276,6200
0.035,881,205,1854,195,2504,267,6200
0.037,892,202,1852,185,2513,264,6200
0.039,904,204,1852,178,2522,267,6200
0.041,916,209,1855,173,2532,274,6200
0.043,929,219,1858,169,2542,283,6200
0.045,943,234,1862,168,2551,294,6200
0.047,957,252,1865,169,2559,305,6200
0.049,972,273,1867,172,2565,317,6200
0.051,985,296,1868,177,2568,326,6200
0.053,997,320,1867,183,2570,336,6200
0.055,1006,344,1866,192,2570,345,6200
0.057,1011,368,1864,201,2567,355,6200
0.059,1012,390,1862,209,2562,366,6200
0.061,1009,409,1862,217,2554,380,6200
0.063,1004,427,1864,222,2543,399,6200
0.065,996,443,1867,226,2528,422,6200
0.067,988,458,1872,229,2511,450,6200
0.069,982,475,1877,232,2493,481,6200
0.071,978,495,1882,236,2477,511,6200
0.073,978,518,1885,241,2465,538,6200
0.075,981,542,1887,247,2458,553,6200
0.077,985,564,1887,254,2458,557,6200
0.079,989,584,1887,260,2461,553,6200
0.081,993,599,1887,267,2466,549,6200
0.083,995,614,1889,274,2470,548,6200
0.085,995,630,1893,281,2475,555,6200
0.087,992,646,1898,287,2480,571,6200
0.089,988,665,1904,293,2487,595,6200
0.091,982,686,1909,299,2498,623,6200
0.093,975,711,1912,304,2515,651,6200
0.095,965,741,1912,311,2540,667,6200
0.097,953,778,1907,321,2574,658,6200
0.099,939,826,1898,336,2612,612,6200
