"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,272,69,1865,405,2838,405,5978
0.027,287,87,1898,395,2850,354,5978
0.029,306,103,1933,392,2863,316,5978
0.031,326,115,1971,394,2878,289,5978
0.033,348,118,2011,395,2893,268,5978
0.035,367,116,2051,398,2908,253,5978
0.037,382,111,2089,405,2922,244,5978
0.039,394,103,2127,419,2935,242,5978
0.041,402,95,2164,441,2948,246,5978
0.043,407,88,2202,476,2957,258,5978
0.045,408,82,2240,530,2963,280,5978
0.047,405,77,2284,604,2963,312,5978
0.049,401,75,2336,699,2954,357,5978
0.051,395,72,2403,813,2934,409,5978
0.053,388,70,2491,952,2895,458,5978
0.055,382,68,2593,1142,2841,462,5978
0.057,375,66,2670,1391,2806,411,5978
0.059,370,63,2724,1613,2793,364,5978
0.061,366,61,2752,1806,2793,334,5978
0.063,362,58,2770,1981,2797,317,5978
0.065,360,56,2779,2124,2804,312,5978
0.067,358,54,2771,2283,2813,313,5978
0.069,356,53,2744,2481,2824,317,5978
0.071,355,53,2709,2733,2834,324,5978
0.073,354,54,2650,3035,2847,334,5978
0.075,353,56,2569,3410,2860,345,5978
0.077,352,58,2471,3831,2874,357,5978
0.079,351,62,2336,4125,2889,378,5978
0.081,351,64,2258,4265,2902,397,5978
0.083,350,68,2206,4073,2914,424,5978
0.085,349,71,2213,3648,2926,463,5978
0.087,346,78,2212,3147,2939,514,5978
0.089,344,84,2233,2833,2951,561,5978
0.091,338,95,2221,2514,2967,618,5978
