"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,227,34,589,288,2653,685,6156
0.027,228,33,582,252,2669,642,6156
0.029,230,34,579,240,2681,626,6156
0.031,231,35,575,233,2696,619,6156
0.033,233,36,572,226,2716,623,6156
0.035,235,37,569,224,2740,641,6156
0.037,236,38,567,219,2769,666,6156
0.039,238,41,565,226,2793,709,6156
0.041,240,42,562,221,2826,738,6156
0.043,241,42,559,215,2858,762,6156
0.045,243,46,558,229,2858,791,6156
0.047,245,49,554,239,2853,810,6156
0.049,247,52,551,247,2845,816,6156
0.051,248,55,546,252,2843,807,6156
0.053,249,57,540,252,2840,782,6156
0.055,249,57,534,237,2860,727,6156
0.057,249,55,527,209,2893,653,6156
0.059,250,60,523,220,2887,623,6156
0.061,249,54,518,180,2921,532,6156
0.063,251,59,516,196,2908,532,6156
0.065,250,55,514,172,2925,487,6156
0.067,251,55,514,171,2924,495,6156
0.069,251,54,514,164,2927,515,6156
0.071,251,52,515,158,2930,552,6156
0.073,252,50,516,153,2935,606,6156
0.075,252,48,518,149,2942,663,6156
0.077,252,46,520,146,2952,710,6156
0.079,252,44,522,143,2963,740,6156
0.081,252,42,525,142,2972,755,6156
0.083,252,41,530,149,2957,778,6156
0.085,252,37,532,136,2977,741,6156
0.087,253,39,538,153,2925,780,6156
0.089,252,34,541,133,2949,731,6156
0.091,253,36,547,147,2887,771,6156
0.093,252,32,549,129,2907,752,6156
0.095,253,32,552,131,2865,788,6156
0.097,253,32,556,135,2848,824,6156
0.099,253,29,556,120,2889,842,6156
0.101,254,33,559,140,2801,886,6156
0.103,253,29,556,115,2878,905,6156
0.105,255,35,559,146,2747,896,6156
0.107,254,30,554,116,2825,946,6156
0.109,255,36,557,146,2702,897,6156
0.111,254,31,551,116,2772,929,6156
0.113,255,38,553,139,2699,898,6156
0.115,254,35,548,116,2742,914,6156
0.117,255,40,549,129,2714,898,6156
0.119,255,41,546,121,2740,915,6156
0.121,256,46,545,126,2744,925,6156
0.123,257,52,544,134,2757,929,6156
0.125,258,58,543,137,2804,972,6156
0.127,261,68,542,152,2838,1002,6156
0.129,263,78,541,163,2894,1029,6156
0.131,266,90,539,174,2979,1045,6156
0.133,273,115,534,216,2938,1092,6156
0.135,273,117,534,201,3093,985,6156
0.137,281,141,527,230,3088,1043,6156
0.139,285,151,526,232,3164,931,6156
0.141,291,162,525,241,3212,872,6156
0.143,306,188,517,282,3259,974,6156
0.145,309,181,528,272,3279,748,6156
0.147,319,180,537,289,3301,674,6156
0.149,329,173,552,310,3313,613,6156
0.151,337,163,572,329,3317,572,6156
0.153,344,152,594,345,3308,560,6156
0.155,348,138,620,342,3303,514,6156
0.157,351,127,642,342,3289,503,6156
0.159,354,119,664,343,3275,501,6156
0.161,355,112,686,344,3263,510,6156
0.163,355,106,711,350,3252,533,6156
0.165,354,102,742,358,3245,563,6156
0.167,352,98,778,361,3240,607,6156
