"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,264,66,2492,251,3174,409,5933
0.027,275,61,2497,234,3191,424,5933
0.029,282,58,2503,231,3198,442,5933
0.031,289,54,2514,229,3199,462,5933
0.033,296,50,2526,227,3197,478,5933
0.035,303,47,2537,228,3197,509,5933
0.037,309,43,2548,227,3199,552,5933
0.039,315,40,2558,226,3204,614,5933
0.041,321,37,2567,223,3212,693,5933
0.043,325,33,2575,218,3224,788,5933
0.045,329,31,2582,215,3241,892,5933
0.047,331,29,2589,214,3259,1004,5933
0.049,333,27,2595,222,3269,1104,5933
0.051,334,25,2601,241,3258,1173,5933
0.053,334,25,2608,277,3223,1194,5933
0.055,333,24,2615,332,3170,1153,5933
0.057,332,24,2625,414,3110,1082,5933
0.059,331,25,2634,524,3054,983,5933
0.061,328,26,2642,669,3011,865,5933
0.063,326,29,2627,863,2986,737,5933
0.065,323,33,2599,1038,2987,655,5933
0.067,319,38,2571,1157,2993,624,5933
0.069,314,45,2538,1289,2998,613,5933
