"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,251,147,691,1073,2763,925,6022
0.027,263,146,606,1110,2821,933,6022
0.029,273,144,530,1126,2868,919,6022
0.031,284,140,466,1134,2887,906,6022
0.033,291,133,443,1058,2876,873,6022
0.035,297,126,431,1006,2838,865,6022
0.037,302,118,439,956,2782,843,6022
0.039,304,112,464,828,2736,762,6022
0.041,305,105,485,755,2699,703,6022
0.043,307,99,504,693,2677,647,6022
0.045,309,94,519,652,2668,605,6022
0.047,311,89,529,632,2669,576,6022
0.049,314,85,536,631,2675,565,6022
0.051,317,81,543,681,2683,590,6022
0.053,319,77,553,665,2699,586,6022
0.055,320,73,568,683,2715,620,6022
0.057,321,69,589,698,2732,675,6022
0.059,321,66,618,689,2754,746,6022
0.061,321,62,650,662,2784,842,6022
0.063,321,59,681,637,2821,961,6022
0.065,322,57,709,609,2872,1098,6022
0.067,322,56,734,584,2956,1215,6022
0.069,323,55,759,566,3061,1255,6022
0.071,324,55,782,553,3153,1193,6022
