"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,359,155,724,376,2828,649,6156
0.027,364,148,723,354,2836,649,6156
0.029,368,141,723,338,2837,654,6156
0.031,372,134,725,322,2832,665,6156
0.033,375,127,727,306,2823,678,6156
0.035,378,120,730,290,2811,693,6156
0.037,379,114,733,275,2797,704,6156
0.039,380,108,736,261,2781,710,6156
0.041,380,103,740,247,2767,707,6156
0.043,381,99,744,235,2753,702,6156
0.045,381,97,749,226,2742,698,6156
0.047,382,96,754,220,2735,699,6156
0.049,384,96,760,218,2733,708,6156
0.051,387,97,766,221,2735,726,6156
0.053,392,100,769,232,2741,751,6156
0.055,397,103,769,245,2750,773,6156
0.057,402,107,765,266,2758,788,6156
0.059,409,114,757,307,2756,791,6156
0.061,411,116,743,325,2766,782,6156
0.063,415,122,725,361,2764,766,6156
0.065,417,128,705,391,2758,751,6156
0.067,418,135,686,422,2753,737,6156
0.069,416,141,670,438,2751,723,6156
0.071,413,146,663,451,2755,712,6156
0.073,409,150,665,462,2765,700,6156
0.075,405,151,673,474,2780,682,6156
