"time","f1","b1","f2","b2","f3","b3","maxformant"
0.025,390,239,1911,584,2838,226,6200
0.027,403,251,1897,499,2835,239,6200
0.029,418,258,1890,431,2833,251,6200
0.031,431,262,1886,376,2832,260,6200
0.033,443,265,1885,328,2833,267,6200
0.035,453,269,1884,290,2835,271,6200
0.037,460,274,1884,259,2839,274,6200
0.039,465,279,1883,238,2840,274,6200
0.041,468,282,1881,225,2838,273,6200
0.043,467,285,1879,220,2830,272,6200
0.045,464,285,1877,222,2817,272,6200
0.047,458,284,1877,230,2801,272,6200
0.049,451,281,1878,243,2785,272,6200
0.051,444,278,1881,259,2772,272,6200
0.053,437,274,1887,276,2764,273,6200
0.055,430,268,1894,292,2759,275,6200
0.057,422,260,1901,306,2756,279,6200
0.059,415,250,1909,318,2755,286,6200
0.061,407,239,1916,330,2753,298,6200
0.063,399,227,1923,344,2753,314,6200
0.065,391,216,1932,360,2757,334,6200
0.067,384,206,1943,378,2768,355,6200
0.069,377,198,1957,392,2788,370,6200
0.071,370,192,1970,395,2814,363,6200
0.073,364,185,1981,383,2836,336,6200
0.075,358,179,1986,358,2848,308,6200
0.077,351,174,1986,329,2850,291,6200
0.079,345,168,1984,301,2845,290,6200
0.081,338,162,1984,281,2831,301,6200
0.083,331,154,1985,267,2806,325,6200
0.085,323,144,1987,259,2771,352,6200
0.087,315,130,1992,257,2728,375,6200
0.089,307,114,1999,259,2683,394,6200
0.091,299,97,2008,265,2646,411,6200
