file,c11,c21,c31,c12,c22,c32,c13,c23,c33,c14,c24,c34,c15,c25,c35,c16,c26,c36
KLH014a_0561,410.4,901.8,2880.3,-1.7,-51.6,11.7,2.5,105.1,-31.1,1.3,-52.6,3.5,-11.7,37.9,-15.7,0.8,12.1,3
KLH014a_0562,368.4,2219.4,2785.1,-12,-205.1,-41.5,21,-195.4,-46.6,-13.6,-48.8,43.7,13.3,-93.8,0.4,-2.6,-54,-9.6
KLH014a_0563,511.3,2093.6,2764.4,180.3,-290.9,-192,116.8,-170.4,-168.3,-35.2,113.1,8.4,-13.4,4.8,21.6,-21.3,72.9,48.9
KLH014a_0564,778.8,1383.2,2424,-11.1,127.3,34.5,-16.7,100,8.8,-34,64.2,102.5,-26.7,62.9,63.7,-24,49.3,84.5
KLH014a_0565,443.9,2124.5,2806.8,-3,147.4,98.8,12.1,-76.8,-25.3,-8.3,28.7,19.2,0.4,-17.8,4.2,-3,6.6,2
KLH014a_0566,543.5,1479.5,2595.9,7.3,113.2,71.9,-40.1,147.7,-22.9,-1.9,13.9,2.6,-16.2,44.1,18.9,14.6,-0.6,-17.8
KLH014a_0567,451.2,1292.7,2401.5,6.2,130.8,-297.7,-25.3,38.1,84.8,-6.2,3.1,-65.8,-14.1,-3.4,-13.4,1,3.8,47.4
KLH014a_0568,573.9,1134.8,2684,50.7,-21.2,-7.8,-53.7,-21.5,3.5,12.4,-17.7,3,-15.2,4.8,-6.5,-4.6,6.7,6.8
KLH014a_0569,414.9,1002.8,2766.2,17.1,-223.1,19.7,-22.7,129.5,-45.4,-10.3,-0.6,18,-2.7,1.1,-3,-2,-6.1,4.3
KLH014a_0570,406.3,2207.1,2739.5,-3.9,-53.5,-77.6,1.7,-107.4,18.6,-2.7,-1.3,39.6,-1.4,35.5,5.8,-3.6,6.2,-16.3
KLH014a_0571,563.9,2023.8,2676.7,139.5,-145.9,-204.8,8.3,13.7,8.1,-47,27.7,35.6,-14,6,35,-12.2,-17.7,20.6
KLH014a_0572,481.3,2184,2839.2,42.1,127.7,92.4,0.5,-94.9,-114.1,-26.3,75.4,85.8,8.2,-13.8,42.4,-10.9,12.4,-24.4
KLH014a_0573,502,1418.9,2600.1,33.3,110.4,-204.7,-30.2,137.3,59.8,15.7,21.9,45.7,-5,25.7,-45,0.5,25.8,-9.7
KLH014a_0574,393.9,1217.9,2523.8,70.8,120.2,-28.4,-45.3,28.3,-202.1,-12.8,-17,-82.9,-7.2,5.6,-1.5,-2.6,-13.9,-29.4
KLH014a_0575,470.1,862.6,2767.2,-33.1,-94.8,90.9,32.1,76.1,-28.3,-7.1,-51.2,22,-14.4,-13.3,-5.5,-6.3,-19.5,-12.3
KLH014a_0576,479.6,1935.3,2686,78.7,-96.5,-94.5,-2,-153.8,-8.6,10.8,-20.7,-32.4,-7.9,-72.1,-26,8.1,-18.1,-31.2
KLH014a_0577,416.8,866.6,2745.8,-18,-53.8,5.2,-64.1,171.4,24,-4.6,21,-17.5,0.2,32.6,-9,-4.3,-37.1,-18.8
KLH014a_0578,726.5,1338.9,2511.9,-41.6,151.6,247.7,-151.9,0.2,152.4,-35.5,-9.6,76.5,-30.5,-13.9,-4.4,21.9,19.2,-13.3
KLH014a_0579,755,1392,2414.2,-46.9,-214.8,-53.9,-68.7,14.9,25.8,2.4,-21.8,-7.3,4.3,-1.2,26.9,4.9,0.4,4
KLH014a_0580,349.3,2327.9,2940.1,-0.6,-104.3,-53.4,2.8,-87.9,-36.9,7.8,30.8,2.3,3.4,21.2,-1.5,2.6,70.7,-10.8
KLH014a_0581,394.6,2144.6,2961.9,6.9,97.4,-4.2,-47.7,-79,-25.6,-8,-22.7,-10.7,-17.2,-44.8,-13.7,6.6,-34.9,10.5
KLH014a_0582,730.6,1562.9,2637.3,-133.7,34.1,37.7,-84.6,21.6,173.2,-37.4,26.1,43,-16.8,10.5,133.2,-21.2,13,56.3
KLH014a_0583,757.4,1587.4,2512.7,110.6,-124,-179.5,-115.1,57.7,51.3,4.8,-13.4,-70,-44.5,-3,-5.9,2.7,11.2,19.3
KLH014a_0584,389.5,1050.6,2896.6,-2.7,-68.8,66.5,-3.4,126.1,31.7,7.9,52.4,37.8,-1.4,36,23.8,0.7,21.4,13.7
KLH014a_0585,354.2,2122.9,2756.9,20.1,-166.2,-37.3,5.7,-56,14.1,6.8,12.3,-9.8,1,-39.5,-1.9,2.8,2.2,-0.3
KLH014a_0586,688.1,1528.5,2441.3,-118.7,15.8,124.2,-9.6,15.5,56,-18.3,-7.2,24.3,-1,-3.6,3.3,-7.1,-2.2,6.9
KLH014a_0587,582.5,1913.8,2685.3,293.7,-438.9,-296.9,1.5,-24.4,-95.9,-24.3,37.1,46.7,-25.1,14.5,30.2,10,0.8,24.9
KLH014a_0588,470.8,867.6,2771.3,-38.7,-0.7,15,5.3,32.9,31,1.1,-5.8,10.6,1.7,5.3,32,10.7,0,-1.3
KLH014a_0589,445.2,886.2,2926.1,39.1,26,-50.1,11.3,83.2,21.5,-16.3,-56.5,-16,-0.8,11.2,20.5,4.8,17.5,-17.3
KLH014a_0590,519.2,1028.8,2759.1,-14.5,-212.4,123.5,25.5,140.2,-31.6,46,56.8,-16.3,16.3,68.6,-22.3,14.8,16.9,-19.8
KLH014a_0591,440.1,1808.8,2628.1,6.5,-6.2,-22.1,15.9,-125.1,-32.3,12.9,-5.9,14.5,-11.7,-12,9.3,5.1,0.5,8.5
KLH014a_0592,425.6,818.9,2970.8,21.1,-104.9,70.6,18.4,-108.4,-54.6,-7.6,-65.3,-0.8,-2.4,8.5,3.6,-14.1,-19,-17.1
KLH014a_0593,581.1,1146.8,2776,-121.4,-146,71.4,1.4,-18.3,28.1,-8.1,-5.6,-6,-1.9,3.5,15,-0.9,-1,0
KLH014a_0594,926.3,1556.5,2701,141.6,-117.6,-66.3,-4.8,28.5,53.2,-5.9,-11,-0.9,-88.2,-15.6,-5.6,6.8,6.9,-5
KLH014a_0595,522.7,2153.3,2947.3,170.4,-425.4,-121.7,15.1,-36.9,26.5,-37.5,-22.9,21.5,-107.3,19.6,0.7,16.1,-38.1,-40.2
KLH014a_0596,814.5,1370.5,2663.6,-16.4,-130.7,-226.3,-158.1,-39.6,-143.6,34.1,-32.9,-25.6,-3,-3.5,62.1,-10.9,-5,-29.2
KLH014a_0597,734.2,1430.1,2741,-32.3,13.1,57.7,-64.1,-7.6,44.1,9.9,-2.7,24.2,-37.8,-3.4,-33.9,-2.5,0.1,-4.8
KLH014a_0598,789.2,1616.4,2724.4,153.4,-328.5,-17.6,-108.9,21.3,32.5,-53.6,-15.8,-153.7,-44.3,11.7,-3.2,10,8.8,-73
KLH014a_0599,390.4,2383.4,2993.7,-3.3,-179.1,-78.3,33.8,-153,-10.9,7.4,40.9,48.5,21.2,-60.7,-18.7,2.7,22.2,-5.6
KLH014a_0600,638.6,1706.9,2635.9,-78.5,374.5,107.5,-76,12.7,104.7,3.4,48.5,7.5,-11.8,9.9,9,-4.2,17.7,22
KLH014a_0601,394.3,963.9,2957.5,41.7,10.2,-28.4,22.5,22.2,-50.4,17.4,46,-2.4,13.3,16.6,-8,5.2,-12.5,-7.2
KLH014a_0602,469,1380.8,2400.4,-41.9,36.1,-26.1,1.5,13.5,77.4,-2.6,-2.2,10.5,-4.6,0.8,26.7,-0.1,-2.1,3.8
KLH014a_0603,557.2,1497.7,2622.9,11.8,-115.2,-237.8,-133.2,-20.5,-54.1,7,-20,-78.7,-59,-3.8,-78.8,17.1,7.4,26.3
KLH014a_0604,753.3,1306.4,2797.6,92.9,244.8,54,-3.9,30.5,3.7,-50.1,-15.6,-8.2,-13.5,6.8,12.5,-17.5,-1.7,26.5
KLH014a_0605,433.4,2261.3,2947.2,-24.4,56.7,63.1,0.1,-44.8,-79.1,18.4,11.4,37.3,-4.4,-26.5,-41.5,-7.3,29,15.4
KLH014a_0606,743.7,1535.5,2443.3,132.4,-57.2,-109.6,-58.8,48.5,71.4,-14,-11.2,110.9,-42.9,-11.4,22.8,-8.9,-5.7,-99.1
KLH014a_0607,481.2,1837.6,2705.2,-25.4,33.3,68.6,-26.6,-108.4,-20.9,1.1,6.5,22.7,-3,-38.8,-14.4,3.3,-0.6,10
KLH014a_0608,570,1122.4,2542.9,-29.5,20.2,-39.3,-17.3,14.2,14.2,-7.9,0.8,-30.4,-18.1,-0.3,-23.4,-0.9,11.9,-33.3
KLH014a_0609,744.7,1423.4,2517.9,7.1,-39.7,-46.2,-17.5,-0.6,44.2,34.4,1.8,146.5,1.5,-17.5,-30.8,17.3,4.1,-10.8
KLH014a_0610,724.7,1411.7,2618.7,4,68.3,-20.3,0.4,1.1,26.3,12.4,7.9,29.5,-11.3,1.3,23.6,3.6,-5.2,1.2
KLH014a_0611,433.3,853.7,2802,25.8,-28.3,-53.8,-4.1,30.3,-39.7,-19.7,-23.4,-5.7,6,20.5,-6.9,-17.2,-6.7,-15.8
KLH014a_0612,705.5,1617.9,2741.8,61.9,-48.2,43.8,2.9,-7.3,40.3,29.3,-10,-51.4,-7.3,-12.9,11.8,26.3,3.6,11.6
KLH014a_0613,536.3,1626.7,2712.6,-8.4,12.5,78.1,-147.2,-46.9,23.7,-27.5,-1.4,-110.6,-8.9,38.5,54.9,-1.8,-47.5,-9.3
KLH014a_0614,541.8,858.6,2777.5,-26,-91.2,5.6,36.3,91.7,-95.7,50.3,-22.5,41.6,18.9,86.6,-46.5,25.8,-41.9,6.4
KLH014a_0615,529.4,2100.1,2747.4,26.2,15.9,-66.5,38.4,-38.6,-22.2,0.9,-15.5,-5.3,-3.2,-20.3,10,-15.5,-2.1,1.2
KLH014a_0616,559.5,1766.4,2797.2,35.3,187.5,-19.5,-42.4,27.7,-19.4,16.1,50.7,39.2,-14.8,-10.1,-19.3,4.9,-19,1.1
KLH014a_0617,634.1,1694.8,2730,72.2,-118,-99.2,-104.9,27.4,54.4,-3,-10.6,-24.8,-42.5,-11.3,-17.4,-8.9,-14,8.1
KLH014a_0618,357.5,2540.6,3011.4,0,48.9,72.3,2.1,-113.4,-1.4,-6.6,39.2,54.7,1.4,-35.7,25.6,-3.8,13.7,-9.4
KLH014a_0619,663.5,1605.7,2557.4,11.1,116.6,50.7,-16.2,-1.6,-8.8,21.9,18.1,15.9,3.1,-3.8,2.5,-1.9,4.7,-12.8
KLH014a_0620,441.2,1897.1,2808.9,7.8,117.8,-48.9,2.6,-148.2,-14.6,4,24.2,-21.8,-17.7,-46.7,-19.3,3.7,-0.3,6.8
KLH014a_0621,467.3,1100.7,2875.9,29.1,199.3,-0.4,-30.2,26.4,25.2,-11,33.1,38.7,-11.7,-10.7,20.1,-5.8,3.5,0.7
KLH014a_0622,527.4,1355.6,2683,-13.5,-228.8,45.3,-40,-47.2,108.9,11.8,-18.2,-10.6,-11.2,-5.4,18.9,4.9,-10.2,14.6
KLH014a_0623,567.3,1299.7,2809.4,-23.7,74.1,-39.4,-51.9,-6.2,7,-9.6,-10.4,1,-25.7,3.5,27.2,-1.2,-8.4,10.1
KLH014a_0624,1005.8,1291.1,2950.9,-286.6,-148.4,-176.3,-96.6,13.3,6.9,22.4,39.7,23.3,0.7,-38.9,42.9,6.4,19,-25
KLH014a_0625,787.3,1582.6,2399.2,89,-104.5,65.7,-47.8,-10.2,-33.9,41.8,39.1,-64.1,-33.2,14.5,27.9,35.9,37.1,-15.2
KLH014a_0626,1169.1,1684,3016.8,-185.9,-115.7,-245.8,181.1,46.4,89.2,16.5,-13.5,131.8,-101.4,-25.2,-85.7,-32.3,-25.6,-43.6
KLH014a_0627,769.1,1391.9,2756.8,-211,-43.1,-131.6,46.4,-29.1,96.9,-70.7,-7.8,-156,13.9,9.8,21.3,-49,10.6,-26.9
KLH014a_0628,421.6,922.8,2820.1,-56,-171.8,-150.1,65.2,213.9,-19.1,-41.1,-195.3,-32.2,34.3,180.4,6.1,-18.1,-165,-47.5
KLH014a_0629,516.7,1529.8,2040.3,-15.3,84.7,292.7,-16.6,5.1,57.1,7.4,2.8,-43,-2.1,-6.4,25.3,3.1,-0.2,-3.8
KLH014a_0630,731,1496.8,2493.8,-65.5,13.7,-95.8,2.9,-23.6,-81.7,-28.4,17.7,24.9,18.5,-9.2,-22.1,-11.6,-5.8,29.2
KLH014a_0631,790,1481.5,2739.9,68.8,-16.1,-202.7,-55.9,12.7,98.6,-26.7,-0.2,54.9,-54.8,10.2,-53.8,-22.9,6,-28.9
KLH014a_0632,375.4,997.9,2874.7,7.4,-67.3,-52.1,-4.9,84.5,1.1,8.6,2.4,-11.3,-6.1,22.8,10.1,2.4,24.5,18.1
KLH014a_0633,352.1,2064.2,2743.6,-21.2,-345.1,-17.3,17.9,-284.2,15.9,-13.1,-40.2,10.2,9.7,-45.2,-9,-10.2,-11.3,14.8
KLH014a_0634,591.2,1934.5,2689.5,305.9,-515.1,-361.3,-45.8,122.1,-32.2,-61,99.9,88.5,-23.6,-51.7,39,0.6,37.7,-2.1
KLH014a_0635,711.3,1477.1,2406.3,99.9,-58.9,-40.1,-39.5,47.9,58.6,10,7.5,30,-16.6,-11,37,25.6,20.1,52.1
KLH014a_0636,444.9,1814.9,2750.9,-10.5,20.7,75.3,-25.5,-127.9,-28.3,-3,30.7,20.2,-5.4,-34,-5.9,3.6,3.2,0.6
KLH014a_0637,773.5,1532,2564.8,99.1,-85.9,-139.6,-11.2,2.8,55,30.6,23.7,53.6,-7.8,16.9,25.7,5,12.2,-12.7
KLH014a_0638,669.8,1479.8,2707.4,-21.3,11.7,204.8,-97.2,-20.4,24.2,-19.3,5.3,-2.9,-20.6,8.7,-9.9,-10.4,-0.2,-11.6
KLH014a_0639,414.9,1882.2,2625.7,-25,102.2,31.7,-13.7,-51.7,31.7,-1.6,94.5,-46.8,-1.6,34.4,-1.3,-7.2,-60.8,16.8
KLH014a_0640,669.3,1551.7,2533.8,-7.2,14.2,-19.7,-89.6,-7.5,42.3,14.5,-3,-21.4,-28.1,0.5,13.8,-7.8,-2.9,40.4
KLH014a_0641,405.1,761.4,2928.7,-24.5,211.9,-15.9,13.5,91.6,-32.7,0.8,-13.9,34.6,10.4,70.1,-18.4,-3.7,-33.4,2.5
KLH014a_0642,540.3,1825,2651.3,193,-628.8,-350,-53.3,5.1,53,-45.3,-12.5,90.6,-16.5,-18,53,5.2,-24.3,-46.2
KLH014a_0643,450.2,843.5,2897.5,-24.5,-37.1,24.1,14.6,196.4,-40,2,41.9,14.4,-6.9,102.1,17.9,18.6,-26.1,-10.1
KLH014a_0644,464.1,2210.5,2790.4,-69.1,31.2,-59,82.1,-212.1,-90.1,-18.3,-53.6,11.4,25.7,-82.7,-11.1,-17.6,-24.9,26.1
KLH014a_0645,727.3,1483.5,2318.3,8.3,179,-40,-40.2,-7.6,202.8,19.9,51.3,104.5,-18.8,25.1,39.6,3.3,23.7,-77.6
KLH014a_0646,593.6,1077.3,2722.2,97.9,186.3,-121.7,-37.7,-47.8,-46.2,-73.3,-113.4,95,46.1,43.8,-5.9,-29.6,2.3,21.2
KLH014a_0647,691.2,1120.4,2459.3,-32.5,-52.4,61,-1,7.8,67.1,7.8,5.2,-1,-3.2,-3.1,1,1.1,-1.7,0.7
KLH014a_0648,555.9,1030.6,2438.4,84.2,72.6,82.7,19.2,29.9,88.3,-26.3,17.7,2.9,19.4,-6.7,-3.4,-13.8,10,-9.1
KLH014a_0649,558.3,816.3,2466.4,44,90.9,-34.1,-5.4,43.4,20.5,2.6,10.4,23.4,3.8,-5.3,13.2,-4.2,10.5,-12.2
KLH014a_0650,455.9,1002.6,2821.7,25.6,-102.8,90.5,-29.3,73.2,38.8,-0.9,17.9,23.6,3.4,-14.2,-61.8,2.1,-4.7,66.8
KLH014a_0651,380.2,1369.9,2874.1,-1.5,-88.2,83.5,-14,-32.5,19.9,-4.3,-8.7,3.7,-4.5,-4.6,14.4,-2.7,4.3,5.8
KLH014a_0652,449.5,1158,2655.8,-4.4,206.3,-22.1,-22.6,20.3,-79.6,-1.1,12.1,-17.3,-8.3,8.1,-73,-2.6,-0.4,-5.4
KLH014a_0653,492.2,1482.1,2483.1,-61,-129.6,49.9,-15.8,-12.9,12.7,7.6,14.3,15.3,8,21,-11.4,-1.1,-3.7,-16
KLH014a_0654,485.6,2003,2629.2,73,-65.7,-60.8,-22.3,-85.3,-85,6.3,11,5.1,3.4,-12.2,-18.9,-4.3,-9,-63
KLH014a_0655,644.9,1657.9,2280.7,-108.8,110.3,67.6,-16.8,-22.3,26.7,-15.5,-2.7,18.1,4.8,8.8,22.7,-7.8,8,14.4
KLH014a_0656,770,1539.2,2263.9,68.8,-81.1,-70.2,-46.8,54.6,-2.1,21.4,-4.6,11.4,-28,12.3,12.3,10.4,-5.8,2.9
KLH014a_0657,335.9,2187.4,2965.5,4.8,102.8,59.7,-2.6,-79.2,-46.3,5.1,45.5,13.8,-1.7,-42.6,-16.5,1.1,21.8,-17.8
KLH014a_0658,627.9,1634.4,2744.2,-37.4,62.1,138.7,-44,25.6,-12.5,-1.5,-1.1,19,-20.7,0.7,39.4,8.7,-17,-33.9
KLH014a_0659,643.3,1366.9,2605.1,52,71.9,42.9,-56.9,14.1,-37.2,-13.2,22.3,18.4,-19.4,-4.9,23.1,-0.4,-4.4,10.4
KLH014a_0660,390.8,1925.6,2730.9,19.2,-213.9,-53.7,-26.7,-79.7,-20.1,-1.2,-17.8,10.2,0.8,-33.1,25.9,-8.4,-11.6,-11.4
KLH014a_0661,450.5,2063,2728.3,59.7,-92,-22.5,8.3,-44.8,-62.9,-1.4,-27.4,-18.4,-9.7,-23.5,-9.7,-7.5,-1.9,-11.1
KLH014a_0662,676.2,1440.7,2431.1,2.7,-54.8,78.5,-45.5,82.8,171.6,28.9,19.9,96.9,9.7,6,110.6,25.1,-2.8,26.7
KLH014a_0663,412,1793.2,2710.7,-12.2,225.7,196,-18.8,-93.5,2.2,1.6,35.1,35.4,-2.4,-11.1,11,0.7,-4.7,31.6
KLH014a_0664,652.6,1260.7,2663.9,-101.1,-15.5,-142.7,-39,-5.8,-43.2,-26.2,-20.7,-4.2,-15,3.8,-23.1,-7.9,2.7,-8.4
KLH014a_0665,382.5,1983.3,2500.1,-21.9,-26.1,109.9,-26.7,-57.4,15.7,25.1,22.3,22.1,-1.6,3.8,-40.6,2.4,-21.4,-4.2
KLH014a_0666,779.9,1528.6,2361.5,-116.4,56.8,-3.1,-12.7,23.8,2.6,1.6,7.1,12.6,-9.3,15.7,9.5,-13.1,-8.4,6.3
KLH014a_0667,820,1536.8,2596.7,126.4,-61.5,-126.9,-40.1,16.9,84.5,30.5,-0.4,3.5,-31.7,1,2.9,29.1,5.5,-27
KLH014a_0668,703.8,1387.2,2744.7,-145.7,-365.8,-523,-103.5,186.6,-179.4,-62.7,-73.3,-42.7,11.5,136.3,146.1,8.5,-39.6,73.9
KLH014a_0669,480.8,2012.2,2542.2,43.5,-22.2,149.2,-29.8,-38.7,-52.8,3.6,27.4,2.5,-10.8,-11.4,-11.2,1.3,-3.7,-1.7
KLH014a_0670,723.9,1470.4,2342.6,-92.4,52.2,-8,9.5,15.7,43.3,-16.4,8.9,1.1,2.5,2.2,18.7,2.1,5,-3.7
KLH014a_0671,769.3,1521.1,2657.1,163.5,-63.1,-15,-51.9,-16.1,70.8,12.5,20.2,-4.1,-25.1,-12.4,-60.7,14.6,-8.7,-2.2
KLH014a_0672,579.4,1056.8,2658.4,-59.9,139.5,-182.3,1.3,116,-251.6,-14.6,18.2,-132.9,-35.1,5.8,112.2,-37.9,-8,16.9
KLH014a_0673,342,2192.3,2843.5,17.4,-130.1,-73.3,14.3,-112.6,-68.5,0,23.2,10.6,1.1,-39.7,-5.5,-1.2,-2.1,4.2
KLH014a_0674,397.4,1763.9,2596.6,-29.5,253,63.1,-22.8,-40,60.4,6.1,45.3,22,-2.2,15.8,30.3,1.1,2.1,-20.1
KLH014a_0675,521.1,1539.9,2866.4,-13.1,-129.7,104.7,-25.2,-5.4,8.9,-15.6,8.9,-44.1,-16.1,1.3,19.4,-2.2,-6.3,8.9
KLH014a_0676,685.5,1401,2762.1,15.5,149.1,-25.2,-58.6,-36.3,32,-23.7,19,21.6,-22.1,-14.4,2.5,4.5,14.6,24.1
KLH014a_0677,621.2,1301.8,2703.1,-22.4,-148.6,55,-20.1,28.9,31.1,13.8,-8.2,-2.7,-2.4,-11.7,25.7,-2.8,-2.9,14.5
KLH014a_0678,461.9,2167.3,2723.3,-42.4,43.4,153.3,-15.6,-37.6,-68,-9.9,-25.1,0.8,-30.4,-13.3,-10.5,-2.9,-26.8,-18.4
KLH014a_0679,690.8,1430.3,2275.6,-88.9,18.6,28.6,-16.2,5.1,49.8,1.7,3.5,7.7,-5.6,-6.1,-13.7,0.9,0.2,-5.6
KLH014a_0680,861.3,1325.7,2510.9,-26.9,-106.2,-7.5,-50.1,49.6,-26.1,38.2,-11.3,-23.6,3.7,34.6,1.9,-5.1,-7.6,7.4
KLH014a_0681,465.1,2083.3,2732.2,-8.8,158.1,138.1,-18.2,-44.4,-45.4,22.1,26.4,20.4,-2.9,-35.6,-15.9,3.8,10.5,-4.4
KLH014a_0682,365,2419.3,2864.6,-18.8,-62.4,-56.2,-35.1,-38.7,-14.3,-14.1,-12.9,-4.7,-12.1,3.8,9.8,-7.3,4.8,13
KLH014a_0683,363.7,2348.4,2952.5,-5.8,73.8,-10.5,-5.3,-14.9,-1.1,0.4,7.6,-6.2,1.1,-4.7,-11.2,0.5,1.5,7.8
KLH014a_0684,367,2530.5,2939.7,14.1,-188.7,-14.2,-21.1,-102.8,-13.8,4.8,-58.5,-17.8,-5.5,-49.7,-1.9,-1.2,-60.6,-7.5
KLH014a_0685,327.8,2640.6,3033.2,11.4,12,46.2,-29.2,2.2,-0.2,4.4,-6,0.5,5.8,-26.1,-14.9,8.1,-8.8,22.3
KLH014a_0686,700.8,1331.4,2650.1,49.8,52.7,-39.3,-10.5,22.5,43.3,5.2,-7.2,-0.9,-7.1,7.3,-7.8,-2.8,-10.4,5.9
KLH014a_0687,465.7,1858,2600.5,-15.5,11.8,31.4,-80.9,-76.7,-63,7.1,-26.2,-58.5,-22.7,-23.5,5.3,2.4,-11.1,-38
KLH014a_0688,772.9,1500.1,2419.3,-180.7,18.5,-75.8,-5.1,16.3,77.4,-18.9,7.9,47.5,22.7,16.4,4.1,-25.2,6,-1.8
KLH014a_0689,881.5,1342.3,2491.7,101,118.4,74.7,-0.2,3.6,31.5,35.4,18.4,25.8,5.6,7.4,16.7,10.5,10.6,30.8
KLH014a_0690,563.1,977.6,2676.2,82.8,91.8,-178.9,-17.6,6.5,-4.1,6,23.1,-19.4,7.8,-17.5,-18.3,7.4,10.1,0.9
KLH014a_0691,412.6,2270.5,2752.3,-51.8,103,23.9,5.8,-26.6,16.1,-31.7,37.7,28.6,-2.8,11.7,-9.6,-21.3,7.1,-8.5
KLH014a_0692,672.2,1613.8,2546.8,42.7,233.5,-123.1,-112.2,101.3,97.4,-8.9,60,55.8,-16.1,17.1,40.5,-8,34.5,8.9
KLH014a_0693,399.3,1330.4,2941.7,-16.3,94.7,0.2,17.1,290.4,-34.9,-18.2,-0.6,-14.5,-17.3,84.7,3.2,-4.5,-25.8,-2.3
KLH014a_0694,351.4,2197.2,2942.3,64.5,-209.9,-54.5,5.8,-234,33.3,-3.4,-47.7,-6.1,0.6,-37.9,-6.7,-0.3,22.1,9.4
KLH014a_0695,849.1,1614.6,2797.4,-229.9,135.9,104.7,-33.7,-2.6,59.4,-8.8,-20.9,6.1,26.6,-8,1.8,-46.6,-6.2,20.1
KLH014a_0696,957,1535.7,2781.3,144.1,-66.9,-43.8,-71.2,-6.2,39.8,48.9,-17.9,-19.2,-44.6,8.1,32.8,13,-14.3,-0.1
KLH014a_0697,715.8,1407.2,2581.8,72.6,-19.6,-26.6,5.6,20.5,26.7,22.4,-4.9,33,-11.6,-12.2,64.8,30.3,-0.2,-5.5
KLH014a_0698,480.9,944.1,2758.9,-58.3,171.8,-32.3,-6.8,88.4,-27,-4.3,36.1,25.4,2.3,11.5,27.7,-12.3,12.9,13.5
KLH014a_0699,527.8,1048.2,2738.4,44.2,-205.6,33.7,-44.6,28.2,-8.3,3.5,-25.3,-7.5,-8.3,44.4,-2,8,-66.1,3.1
KLH014a_0700,352.1,2176.3,2871.9,7.3,-161.9,-67.8,7.1,-300.3,-104.3,5.6,-12.4,0.8,3.7,-97.7,-8.5,2.8,-6.3,30
KLH014a_0701,500,1485.1,2769.4,4.2,-102.9,40.3,-39,1.7,171.9,-24.6,-10.1,-73.8,-32,-12.4,-75.3,1,4,83.7
KLH014a_0702,689.7,1301.1,2899.4,52.3,187.6,-8.2,-62.2,6.9,47.7,-2.4,24.9,-3.5,-22.9,11.4,12.5,-8.4,7.8,-17.7
KLH014a_0703,368.2,1750.9,2923.6,19.7,261.3,166,1,-39.8,111.8,0.2,-161.6,21.3,2.5,-180.3,-105.9,12.8,84.7,-104.4
KLH014a_0704,750.4,1573.3,2694.3,-105.1,16.6,92.2,-40.9,30.9,47.3,-14.4,-34.9,3.9,-42.4,-14.4,0.9,-8.9,-9.8,-17.2
KLH014a_0705,488.2,2215.4,2932.7,47.8,52.8,16.3,81.2,-96.7,-46.1,10,-43.3,-1.2,7.9,-19,-11.4,-15.8,-0.3,-7
KLH014a_0706,872.8,1633.9,2774.5,-216.1,181,-15.3,-73,98.2,38.9,-2.1,45.5,27.5,-8,-6.7,4.7,-20,16,2.8
KLH014a_0707,389.3,1342.7,2952.4,-28,-4.8,44.2,-14.7,202.8,-45.2,-7.5,19.5,-20.7,-7.5,88.8,-6.6,-2.6,8.6,-8.2
KLH014a_0708,343.9,2277.1,2906.3,23.3,-224.7,-64.1,16,-263,3.4,9.6,-70,32.2,-3.6,-61.8,-6.3,1.6,-9.7,-2.1
KLH014a_0709,874.4,1479.4,2773.1,-144.5,106.3,-108.3,-39.3,34.1,-100,-89.4,4.8,23.3,-67,2.5,-21.7,-7.7,-12,-12.7
KLH014a_0710,960.2,1457.5,2802,110.6,-101.7,-92.8,-64.7,44.7,43.9,40.4,1.3,-29.7,-65.7,2.4,4.3,40.8,8.5,-11.6
KLH014a_0711,707,1335.7,2415.5,-34.3,-27.6,-118,-44.3,42.5,11.6,29.2,2.8,12.8,-12,-3.1,38.1,19.1,3.7,22.7
KLH014a_0712,822.5,1264.7,2498.6,45.4,23,2.7,89.6,35.6,30.6,37.9,20.9,-29.4,24.2,8.2,7.5,34,24.3,20.7
KLH014a_0713,832,1448.5,2550.5,24.7,-188.1,31.7,-37.9,26.4,4.5,30.7,15.2,-4,-3.4,4.2,-10.4,-9.3,-13.8,2.7
KLH014a_0714,361.8,1716.3,2808.2,-46.8,134.2,66.7,-2.6,-51.9,29.5,-17.7,43.2,-4.2,-21.4,-17.7,3.5,-25.4,32.6,-17.8
KLH014a_0715,536.2,1397.3,2954.1,-91.6,-109.9,9.5,-181.3,-336.1,-126.3,54.3,121,32.7,-27.2,-34.9,-29.8,66.5,181.8,-9.4
KLH014a_0716,389.9,1211.3,2796.8,-1.6,162.8,7,-28.5,28.4,4.7,6,15.1,20,-4.4,-7.2,-13.1,1.4,6.5,-12.2
KLH014a_0717,299.6,2009.4,2719.6,-46,-235,-7.4,28.5,-78.8,-6.3,0.1,-56.4,-2.1,-2.2,-10.1,-16.2,2.7,-4.7,-7.9
KLH014a_0718,360.1,1848.3,2648,20.4,114.5,-57,-8.5,25.5,114.5,-0.9,34.9,-28,-2.2,38,49.9,-0.9,7.3,-15.1
KLH014a_0719,417.6,1731.9,2799.8,-51.4,-255.6,10,-30.1,64.8,-8.7,-1.2,-5.1,10.8,1.4,0.2,-2.9,-4.7,4.5,0.1
