file,c11,c21,c31,c12,c22,c32,c13,c23,c33,c14,c24,c34,c15,c25,c35,c16,c26,c36
KLH014a_0039,535.3,903.5,2667.4,-32.5,28.8,54.1,-0.1,71.3,23.4,10.1,8.5,14.7,2.1,-3.8,16.9,7.3,1.6,-8.6
KLH014a_0040,469.6,1026.4,2867.6,58.7,-170.9,-63.3,15.1,200.3,-62,-1.7,-209.7,16.9,-0.3,124.5,-18.3,8.7,-60.2,0.1
KLH014a_0041,574.3,1034.2,2806.3,22.2,34.2,-96.1,-23.6,20.3,-61.5,-2.5,8.9,-69,-6.1,3,-17.6,10.3,4.9,-16.8
KLH014a_0042,402,970.7,2975.6,-1.4,47,-41.8,-8.2,-61.5,14.9,-9.1,22.7,-5.1,-4.6,48.4,18.4,-5.5,26,-23.5
KLH014a_0043,719.8,1587.7,2604.2,46.1,-161.3,-176.4,-125.9,52.2,36.7,21.2,16,17.2,-35.1,8.1,106.3,3.4,-21.1,42.2
KLH014a_0044,391.9,2157.5,2861,12.8,-110.5,25.3,-49.7,-65.2,23.6,-7.9,-100.6,-46.5,-12.1,12.7,25.8,-10,-26.3,-6.9
KLH014a_0045,670.1,1437.7,2379.1,67.8,58.9,15.7,-57.3,-1.7,0.2,5.3,15.2,56.3,-23.9,-10.4,42.7,-3.7,-5.4,16
KLH014a_0046,337.2,2311.2,2885,-17.7,-253.4,-200.1,-5,-104.6,-50.7,2.4,-43.1,31.5,-6.4,21.5,10.6,0.2,-19.5,-15.3
KLH014a_0047,747.4,1567.9,2607.5,10.7,-70.4,-126.7,-98.1,24.8,19.9,-16.9,0.4,5.2,-38.2,-14.7,43.1,10.2,2.4,15.4
KLH014a_0048,682.6,1738.7,2739.7,-14.5,-51.8,41.7,-71.5,39.4,-20.3,-22.9,-6.4,-21,-23.9,-14.1,31.3,-10.9,-22.7,25.4
