a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20
1157.5,1149,1142.2,1133.9,1140.2,1150.8,1162.2,1247.5,1266.4,1284,1288.4,1364.6,1381.4,1386.6,1401.5,1403.3,1419.4,1422.8,1438.4,1501.1
1155.2,1160.5,1159.3,1155.1,1152.3,1158.7,1162,1160.3,1158.5,1156.7,1157.2,1157,1158.1,1157,1159.4,1163.6,1165.5,1163.8,1158.8,1357.9
1208.6,1274.2,1320.5,1342.3,1371.6,1379,1395.3,1375.3,1394.4,1429.3,1429.5,1427.9,1427.1,1426.3,1425.6,1427.2,1428,1429,1430.3,1429.7
1376.6,1382.6,1383.8,1404.2,1419.1,1424,1425.8,1427.7,1429.1,1430.2,1430.9,1431,1430.9,1431,1431.1,1431.5,1432.3,1433.6,1435.3,1437.3
1346.4,1348.1,1373.5,1378.1,1377.7,1349.2,1369.1,1371,1411.8,1468.7,1440.1,1402.5,1500.2,1462.7,1468.9,1519.7,1579.6,1589.7,1682.5,1703.4
1334.9,1331.7,1330.2,1329.3,1328.5,1328.3,1330,1332.5,1335.4,1339,1343,1347.3,1351.7,1355.8,1359.4,1362.7,1365.8,1368,1368.8,1367.7
1629.2,1604,1578.2,1600,1577.3,1550.2,1577.3,1629,1631.4,1643.9,1648,1652.6,1657.5,1662,1665.7,1668.6,1670.9,1672.9,1674.2,1675.2
1322.2,1369.8,1360.2,1361.3,1387.4,1458.2,1470,1470.9,1471.5,1470.6,1470.4,1469.2,1466.5,1461.8,1460,1458.7,1458.6,1459.1,1460.3,1461.5
1754.7,1781.9,1846.4,1898.9,1915.5,1933.2,1947.8,1959,1972.6,1984.8,2034.4,2034.2,2034.4,2035.7,2043.1,2053.8,2066.4,2054.2,2094.8,2104.2
1080,1090.3,1082.4,1112.6,1110.3,1110.4,1117.1,1127.1,1132.1,1131.2,1125.4,1118.6,1112.8,1108.5,1107.3,1103.4,1104.5,1111,1113.7,1113.1
880.7,897.9,918.9,948.1,995.2,1055.9,1129.2,1173,1177.1,1208.3,1253.1,1157.9,1197.9,1187.9,1250.4,1278,1324.9,1387.8,1407.3,1424.2
951.5,957,965.6,975.4,984,987.6,946.2,1170.2,1223.9,1410.4,1687.9,1711.2,1767.6,1834.4,1826.7,1720.8,1704.6,1710.6,1714.4,1715.9
1318.1,1314.5,1313.8,1314,1315.8,1318.3,1320.2,1323.1,1327.5,1332.5,1338.9,1345.6,1351.3,1355.1,1357.7,1359.2,1358.7,1358.8,1358.2,1357.5
1125.2,1174,1288.4,1445.7,1625.7,1823.8,1867.9,1824.3,1794.7,1783.6,1786.4,1635,1653.3,1720.1,1806.7,1994.1,2278.5,2407.3,2412.2,2421.1
1300.3,1295.6,1292.1,1291.6,1292.5,1295.3,1300.9,1307.9,1313.6,1317.7,1320,1321.2,1322.6,1324.1,1325.8,1328,1330.1,1332.4,1334.4,1336.7
1657.9,1719.3,1786.1,1798.6,1800.8,1804.1,1807.3,1810.6,1814.5,1817.2,1817.8,1820.5,1823.7,1828.1,1833.1,1850.2,1856.9,1877.4,1885.3,1895.3
1642,1658.1,1661.7,1663.3,1662.4,1661.7,1659.3,1658.7,1655.5,1657.4,1659,1663.5,1670,1680.1,1693.6,1710.6,1728.5,1730.4,1737.4,1767.1
1273.7,1346.5,1455.3,1567.8,1599.7,1647.2,1650.8,1648.3,1651.8,1647.8,1650.6,1645.4,1646.7,1641.2,1643.7,1639.2,1642.1,1639.7,1645.2,1645.4
1102.2,1111.1,1119.1,1125,1128.4,1129.5,1128.3,1124.9,1117.4,1113.1,1111.9,1113.3,1115.6,1118.9,1122.5,1126,1129.1,1131.3,1132.2,1131.4
1184.4,1187.9,1192.4,1202.8,1217.2,1220.3,1220.3,1220.2,1220,1220,1220.5,1221.1,1221.8,1222.6,1223.4,1224,1224.1,1223.3,1220.9,1215.9
1718.5,1718.3,1714.9,1699.5,1690.4,1683.4,1696.4,1714.9,1737.2,1744.4,1755.2,1761.9,1764.2,1768.6,1771.4,1773.8,1778.7,1781.1,1783.8,1787.2
1345.5,1344.9,1344.7,1345.1,1345.7,1346.8,1347.8,1349.7,1351.6,1354.3,1357.1,1360.5,1364.1,1367.7,1371.5,1375.3,1379.6,1383.6,1387.6,1390.9
1100.2,1078,1079.9,1084.3,1087.2,1082.7,1118.4,1234.1,1333.8,1305,1412.9,1480.2,1489.9,1492.2,1500.5,1507.6,1512.3,1492.5,1481.5,1466.7
1153.6,1156.6,1159.5,1162.4,1165.1,1167.5,1167.7,1168.4,1167.7,1167.8,1169.2,1171.9,1175.3,1179.2,1183.4,1187.4,1191.2,1194.5,1197.5,1199.8
1358.6,1405.2,1495.3,1492.8,1523.9,1540,1551.8,1551.8,1552,1552.9,1553.3,1554.4,1555.2,1556,1556.4,1558.9,1560.3,1562.3,1565.4,1567.4
1457.9,1446,1434.3,1450.2,1467.3,1517.2,1629,1949.5,2064.6,2100.9,2135.4,2162.4,2192.2,2205.2,2224.9,2214.9,2242.1,2263.7,2287.6,2297.6
1789.3,1772.4,1747,1757.5,1775.2,1811.4,1855.7,1923.8,2033.1,2144.2,2210.1,2211.7,2212.8,2214.9,2216.2,2216.2,2214.9,2213.7,2213.2,2213.9
1345.1,1408.4,1468.1,1493.4,1496.7,1493.3,1497.2,1499,1501.3,1503.3,1502.3,1504.6,1501.3,1499.5,1496,1490.5,1489.1,1488.1,1488.7,1491.2
1217,1228.3,1241.9,1254,1262.2,1264.3,1260.7,1273.6,1278.1,1283.6,1283.1,1289.5,1297.1,1313.9,1326.2,1334,1345.7,1365.4,1455.8,1474.4
1271.3,1272.8,1273.7,1283.2,1291.4,1298.2,1299.7,1300.9,1299.3,1302.7,1305.1,1307,1309.3,1310.1,1312.2,1315,1317.6,1320,1322,1323.2
1552.2,1554.1,1556.4,1557.2,1559.5,1565,1567.4,1567.6,1567.3,1565.8,1565.9,1565,1561,1557.9,1560.7,1565.7,1572.1,1579.6,1589.4,1601.8
1209.4,1209.8,1211.5,1213.4,1214.6,1215.9,1216.6,1216.6,1215.9,1214.1,1214.2,1215.4,1217.1,1219.1,1221.6,1224.4,1227.4,1230.5,1233.5,1236
1863.7,1918.3,1857.3,1840.9,1843.4,1860.4,1908.7,1923.6,1922.8,1923.9,1925.6,1928.5,1930.6,1932.6,1934.3,1934.9,1937.4,1941.1,1946.2,1952.4
1403.9,1392.2,1402.6,1397.3,1401.5,1402.3,1397.5,1393.7,1389.9,1379.2,1370.3,1337.2,1340.7,1336,1332.7,1356.9,1359.3,1386.1,1388.9,1417.4
1797.8,1772.5,1738.2,1719.8,1749.4,1803.3,1862,1903.6,1912.7,1915.7,1916.2,1920.2,1927.4,1934.5,1939,1943.4,1948.8,1955.6,1962.5,1970.2
1318.7,1316.2,1314.5,1312.5,1311.7,1312.4,1314.5,1316.1,1320.4,1327.3,1334,1340.6,1346.3,1350.4,1353.6,1356.2,1359.2,1362.1,1364.4,1365.7
1293.4,1286.2,1306.4,1304.3,1300.4,1296.4,1297.7,1298.6,1365.6,1357.4,1361.3,1366.1,1402.2,1400.6,1400.7,1451.4,1453.2,1455,1504.6,1549.7
1256.2,1261.5,1265.9,1270.6,1272.8,1275.2,1278.1,1282.3,1290.6,1297.3,1306.5,1313.5,1322.3,1324.6,1321.2,1327.6,1337.2,1348.4,1359.9,1369.9
1176.6,1211,1214.8,1241.4,1238,1230.1,1226.8,1233.9,1237.6,1240.7,1241.8,1244.8,1241.1,1245.9,1250.5,1258.4,1268,1276.7,1284.1,1293.1
1239.3,1243.1,1244.2,1244.7,1245.1,1245,1242.9,1241.2,1238.2,1236,1234.4,1234.2,1234.7,1236,1238.4,1241.3,1244.4,1248.1,1250.9,1253.9
2025.4,2025.9,2036.7,2056.9,2079.5,2044.9,2111.9,2156.8,2192.3,2199.4,2212.4,2211.1,2208.9,2214.9,2221.1,2228.8,2241.3,2249.4,2260.2,2273.8
1391.5,1428.5,1425.2,1433.6,1439.7,1446,1410.7,1446.9,1448.2,1447.8,1447.1,1445.8,1445.6,1445.7,1444.7,1445,1444.2,1443.7,1442.2,1440.7
1370.6,1371.9,1372.5,1372.1,1370.7,1368,1366,1363.8,1362.6,1362.1,1362.7,1364.2,1365.8,1367.5,1369.1,1370.2,1371.2,1371.8,1372.2,1450.4
1112,1123.1,1128,1130.9,1143.9,1130.3,1134.6,1159.1,1158.9,1164,1157.8,1141.7,1141.8,1144.5,1147.7,1144.2,1181.1,1219.7,1353,1424.4
1544.8,1545.9,1592.9,1676.8,1758.3,1900.6,1908,1910.4,1912.3,1914.1,1914.1,1909.7,1904.3,1902.4,1905.8,1912.4,1920.5,1929.1,1938,1948.2
1128.3,1140,1141,1137.2,1131.8,1116.9,1114,1109.6,1107.8,1106,1106.1,1106,1105.4,1099.1,1160.9,1316.1,1458.5,1507.6,1623.9,1719.7
899.2,972.2,1142,1252.9,1292.7,1326.4,1317.9,1427.4,1426.2,1418.6,1400.9,1358,1345.2,1383,1389,1400.4,1427,1413.4,1599.5,1686.9
1084.6,1091.7,1099,1097.2,1090.2,1074.3,1063,1061,1065.6,1056.7,1081,1087,1093,1098.4,1102.6,1130,1132.1,1136.6,1136.4,1132.8
1227.5,1206,1199.3,1201.1,1212.8,1213.7,1233.1,1269.8,1283.5,1289.6,1291.2,1295.9,1297.1,1297.9,1296,1291.3,1288.3,1287,1285.1,1285.1
1459,1491.3,1537.7,1565.1,1623.7,1775.6,1866.7,2004,2096.5,2129,2131.4,2134.3,2135.2,2134.2,2130.5,2126.2,2123.7,2124.2,2125.9,2130.1
1561.8,1583.3,1597.8,1614.2,1628.2,1639.2,1654.3,1668.1,1680.5,1688.1,1695.3,1703.2,1707.6,1716.6,1727.6,1737.9,1752.3,1769.3,1789,1810.3
994.6,1014,1026.5,1048.3,1077.3,1116.9,1162.3,1180.4,1221.5,1227.9,1167.5,1192.5,1244.6,1304.8,1355.1,1379.2,1405.2,1431.1,1448.8,1410.9
1137.8,1140.8,1142.3,1138.3,1132.9,1127.5,1123.5,1117.2,1116.4,1119.4,1124.7,1130.5,1136.7,1143.1,1149.6,1154.7,1156.9,1157.5,1158.9,1157.6
1074.7,1108.2,1109.5,1109.6,1109.6,1108.6,1105.4,1101.3,1099.2,1097.6,1098.8,1100.2,1102.3,1104.6,1106.9,1109.2,1110.9,1111.5,1110.6,1106.9
1050.5,1055,1060,1065.9,1072.1,1079.1,1087.5,1097.3,1107,1116.7,1124.5,1127.9,1128.4,1130.4,1132.4,1133.5,1135.6,1137.3,1138.9,1139.5
1142.7,1144.7,1144.5,1142,1136.5,1141.4,1148.8,1158,1168.1,1175.7,1180.8,1183.1,1183.4,1182.2,1335.6,1310,1294.8,1339.7,1345.3,1489.2
1110.8,1118.8,1118.5,1104.1,1072.1,1039.8,984.3,978.5,980.1,981.4,980.5,977.9,968.5,950.5,921.8,1195.6,1592,1741,1732.6,1800.6
1346.2,1346,1345.8,1345.5,1345.3,1345.2,1344.9,1344.8,1345.2,1345.8,1346.5,1347.2,1348.5,1350.4,1352.6,1355,1357.5,1360,1362.5,1364.5
1352.6,1353.2,1353.7,1353.9,1353.1,1352,1348.4,1346.5,1345.2,1345.3,1346.5,1348.3,1350.8,1353.7,1357.1,1360.5,1363.9,1366.4,1369.4,1372.3
1209.3,1210.2,1210.9,1210.5,1209.5,1207.9,1205.8,1204,1202.2,1200.9,1200.5,1201,1201.6,1203.4,1205.9,1208.5,1211.6,1214.3,1217.5,1220.7
1691.1,1685,1692.4,1631.8,1705.1,1966.8,2036.5,2192,2194,2196.4,2200.8,2205.1,2208.6,2211.7,2214.5,2213.5,2209.2,2201.9,2195.4,2193.5
1243.7,1247.1,1248.9,1239.3,1263.2,1263.9,1274.4,1351.8,1347.9,1358,1355.6,1358.5,1356.9,1352.4,1347.1,1342.5,1338.7,1336.2,1334.6,1334.5
1247.4,1260.5,1262,1262.3,1263.8,1262.1,1260.9,1256.8,1255.6,1255.6,1255.5,1255.7,1257.3,1260.8,1264.6,1269.5,1276.1,1283,1290.9,1297.8
1245.9,1340.8,1399.6,1422.1,1449.6,1450.3,1450.8,1450.9,1450.3,1448.9,1447.2,1445.4,1444.1,1443.5,1443.4,1443.8,1444.7,1445.6,1446.5,1447.8
1555.8,1589.7,1620.5,1661.7,1721.4,1764.3,1782.5,1784.4,1787,1788.4,1789.7,1789.6,1789.2,1787.1,1784.1,1784.5,1786.3,1789.9,1794.8,1801
1170,1169.5,1168.5,1167.6,1165.6,1165.2,1165.3,1166.1,1165.4,1166.8,1168.8,1171.2,1173.1,1173.5,1171.1,1164.2,1200.6,1195,1300,1352.2
1170.2,1164.6,1152,1143.5,1139.7,1138.6,1139.7,1142.7,1145.8,1148.8,1151.1,1153.7,1156.6,1160.5,1163.3,1165.3,1165.9,1166.4,1169.1,1178.7
902.2,1004.6,1074.1,1143.2,1141.8,1146.2,1152.3,1161.3,1167.5,1169.7,1173.2,1176.3,1179.7,1175.5,1173.5,1176.3,1176.2,1181.1,1182.1,1186.9
1123.8,1129,1134.6,1139.6,1143.6,1143.6,1144.8,1145.3,1144.4,1143.7,1144.5,1145.1,1145.6,1147.9,1150.2,1152.2,1153,1152.3,1151.8,1153.4
880.2,887.2,899.6,912.7,936.3,961.3,982.6,995.2,999.2,993.9,983.1,970.3,957.9,953.2,952.4,954,956.4,959.9,963.3,966.6
1050.3,1055.9,1059.6,1062.5,1064.5,1065.5,1064,1063,1061.9,1060.9,1060,1059.6,1059.7,1060.3,1060.9,1061.3,1061.3,1060.1,1058.2,1055
1215,1216,1216.2,1215.4,1213.8,1212.1,1210.9,1209.6,1210,1210.6,1211.6,1212.8,1214.1,1215.8,1217.7,1220.1,1222.4,1225.2,1227.9,1230.3
881.9,892.5,999.8,1060.8,1116.3,1172.6,1195.7,1199.5,1187.8,1175.6,1159.4,1137.2,1116.7,1115.9,1114,1115.6,1111,1105.6,1095,1090.2
925.6,937,949.3,939.4,968.4,974.5,983.4,999.8,1005.3,1003.1,991,993.1,993.2,991.2,992.2,993.8,995.5,996.2,996.1,993.8
1486.4,1517.7,1559.3,1615.2,1680.2,1745.7,1799.4,1842.7,1876,1902.3,1924.6,1940.9,1950.3,1943.5,1971.3,2008.4,2080.6,2151.4,2169.9,2182.2
1439.4,1440.8,1439.9,1445.8,1507.4,1590.7,1654,1714.9,1804.1,1805.8,1809.2,1811.6,1812.8,1810.5,1807.8,1802.3,1799.2,1796.1,1798.2,1803.9
1151.6,1167.5,1162.3,1358.2,1415.4,1416.4,1417,1417.1,1416.4,1415,1413.2,1411.6,1410.4,1409.8,1409.1,1408.8,1408.9,1409.3,1409.8,1410
1165.2,1240.5,1241.8,1261,1260.4,1265.3,1262.9,1259.7,1256.3,1253,1250.8,1249.4,1248.8,1248.9,1249.5,1250.6,1252,1253.6,1255.3,1257.3
1234.1,1234.5,1233.1,1228.7,1220.5,1210.1,1200.5,1193.5,1188.8,1188.3,1190.2,1193.8,1198.7,1204.4,1211.2,1218.1,1225.6,1232.1,1241.3,1248.5
1103.4,1119.2,1242.2,1514.2,1678.2,1764.6,1764.2,1769.2,1775.5,1775.7,1775.6,1780.2,1778.1,1776.1,1778.2,1784.9,1793.4,1802.3,1813.6,1824.9
1300.5,1339.6,1371.7,1396.9,1511.3,1631.5,1632.6,1634,1634.5,1628.8,1625.4,1620.7,1614.9,1613.2,1613.3,1614.6,1617.6,1622.3,1628.5,1635.1
1141.5,1142.2,1143.1,1143.3,1143.9,1143.5,1145,1147.9,1151.7,1155.1,1158.3,1159.8,1164.2,1166.5,1168.6,1170.2,1171.1,1172.1,1171.8,1170.3
1047.6,1053.6,1051.7,1070.4,1086,1093.1,1091.7,1088.3,1088.3,1087.2,1086,1084.8,1082.7,1081.8,1080.4,1080.1,1077.7,1075.1,1072.3,1070.3
1230.2,1229.3,1227.2,1225.6,1222.5,1218.5,1211.6,1212.3,1213.1,1215.8,1219.6,1224.4,1229.5,1236.8,1245.3,1256.8,1273.4,1292.9,1312.4,1324.3
1099.8,1099.3,1098.5,1095.5,1096.8,1101.9,1103.8,1108.3,1110.8,1118.3,1128.7,1137.6,1144.1,1152.6,1164.3,1174,1182,1189.4,1195.5,1205.5
1132.2,1132,1129.8,1121.9,1117.8,1113.9,1114.9,1117.4,1120.2,1122.9,1125.6,1127.9,1129.4,1131,1131.4,1132.4,1132.3,1130,1123.6,1240.3
1079.7,1123.5,1138.5,1141.8,1141.9,1136,1115.9,1102.9,1086.6,1080.3,1076.5,1073.9,1069.7,1085.5,1095.1,1099.9,1104.1,1102.6,1094.1,1091.1
1382.6,1383.1,1383.5,1383.5,1383.1,1382.3,1381.6,1381.4,1380.4,1380.3,1380.3,1380.6,1380.8,1381.7,1382.7,1384,1386.1,1388.1,1390.7,1393.6
1234.3,1244.5,1250.7,1252.8,1251.2,1248.9,1247.4,1243.8,1242.4,1241.6,1241.1,1241.7,1243.3,1245.1,1248,1251,1254.2,1258.2,1261.1,1264.2
892.8,919.4,927.7,931.4,927.2,919.6,908.3,899.9,899.9,901.8,902.7,901.4,897.5,889.5,886,863.7,846.8,834.2,927.4,1097.8
1260.5,1289.3,1276.3,1275.7,1286,1337.7,1355.2,1428.8,1545.1,1667.6,1727.3,1780.3,1803.4,1810,1820.5,1827.8,1837.4,1821.5,1801.7,1807.7
1348.4,1351.6,1356.5,1369.3,1366.5,1364.8,1380.5,1380.9,1380.7,1380,1379,1377.7,1375.8,1374.7,1373.7,1374,1374.7,1375.7,1377.2,1378.9
1088.3,1091.7,1092,1089.6,1085.4,1079.3,1071.1,1063.2,1059.4,1056.6,1056.7,1057.1,1058,1058.3,1055.5,1093.2,1124.7,1197.6,1441.3,1591.7
1070.5,1069.4,1061.7,1047.6,1029.5,1017.7,1010,1006.4,1006.2,1007.3,1008.4,1009.5,1009.5,1007.5,1001,987.2,970.4,1055.6,1328.8,1344.9
1114.8,1123.1,1126.1,1128.2,1123.3,1111.2,1104.6,1093.1,1085.6,1091.2,1088.8,1097.2,1105.7,1112.1,1131.4,1145.3,1152.6,1171.8,1178.9,1186.1
1034.6,1043.6,1047.9,1049.1,1046.3,1046.6,1044.3,1042.3,1039.2,1040.9,1041.2,1042.3,1041.7,1045.1,1047.7,1050.6,1052.2,1057.4,1060.5,1062.2
1245.9,1332.8,1359,1359.9,1360.7,1362.5,1362,1361.6,1361.5,1360.9,1360.8,1360.6,1359,1358.5,1358.6,1360.3,1359.7,1360.6,1361.8,1364.2
1252.1,1253.2,1254.1,1255.3,1254.3,1253.1,1251.7,1251.7,1252.6,1254.5,1257.9,1261,1263.7,1267,1270.9,1274.7,1276.4,1278.7,1281,1283.1
1163.9,1170.1,1174.3,1176.9,1177,1176.8,1174.6,1173.2,1172.8,1172.4,1173.1,1174.3,1176.1,1178.9,1182.1,1185.6,1189.8,1193.9,1197.5,1200.1
1517.7,1521.1,1540.5,1557.5,1570.7,1579.2,1583.6,1594.5,1602,1605.1,1605,1605.2,1606.3,1605.9,1612,1620.4,1626.6,1638.8,1657.2,1682.3
1293.3,1327.7,1353.2,1390.7,1351.6,1322.5,1324.9,1341.3,1363,1396.4,1421.5,1446.8,1501.9,1583.2,1638,1666.8,1681.7,1698.1,1697.9,1709.1
1074.2,1073.7,1072.7,1070.6,1066.9,1062.3,1057.7,1047,1041.5,1039.2,1037.9,1037.3,1037,1036.8,1036,1034.7,1031.9,1097.4,1092.7,1085.4
1240.6,1311.1,1312.3,1312.4,1311.9,1302.2,1288.6,1277.1,1270.9,1269,1269.3,1273,1278.3,1286.2,1294.8,1304.6,1315.3,1326.5,1338.9,1349.6
1349.1,1349.2,1349,1348.4,1347.4,1345.8,1344.7,1342.4,1342.2,1341.2,1341.6,1342.6,1343.9,1344.7,1346.5,1348.8,1351,1353.8,1356.5,1359.2
1544.9,1546.8,1546,1544.7,1544.1,1543.6,1541.4,1538.8,1538.2,1536.8,1537.8,1538.6,1542.1,1545.5,1550.7,1557.2,1564.6,1572.6,1581.8,1591.9
964.1,965.5,972.2,973.6,976,978,980.8,983.2,985,986.6,987.5,990.3,992.5,994.8,997.4,1000.6,1004.7,1009,1013.4,1017.5
1642.3,1453.6,1535.9,1389.8,1513.5,1593.7,1719.6,1769.2,1917.8,1919.1,1920.8,1926.6,1930,1934,1935,1935,1937.6,1942.6,1951.8,1965.8
1378.3,1381.3,1389.2,1401,1413.8,1420.4,1429,1433,1434.5,1435.5,1437,1437,1436.4,1436.6,1438.5,1441.3,1445.2,1449.7,1455.4,1462.2
1171.2,1173.3,1173.7,1174.2,1173.9,1174.1,1172.9,1173.9,1176.9,1180.8,1185.1,1189.6,1193.9,1197.9,1203.4,1207.8,1214,1215.6,1244.1,1252.5
1671.8,1687.1,1713,1726,1725.6,1725.7,1726,1724.2,1721.3,1718.4,1713.6,1712.7,1712.6,1717.9,1725.6,1734.9,1743.9,1756.2,1770.4,1787.2
1046.5,1057.9,1070.7,1078.2,1079,1084.6,1092.7,1101.6,1110.5,1115.2,1120.6,1125.1,1128.2,1130.8,1138.4,1148.9,1188.4,1212.3,1240.8,1282.6
869,888.1,915.5,920.3,922,924.1,923.6,927.3,930.3,932.4,933.1,932.6,929.6,928.8,926.8,924.1,919.7,914.6,914.3,929.1
1439.5,1446.2,1509.7,1530.7,1552.1,1621.9,1625.3,1625.4,1626.6,1628.4,1629.4,1631.1,1631.3,1632.3,1630.9,1628.4,1626.6,1623.3,1623.3,1624.5
1194.4,1196.1,1196.5,1197.9,1203.6,1205.1,1195.7,1192.7,1220.7,1360.1,1364.8,1370.2,1371.7,1373.8,1375,1379.9,1383.6,1381.5,1383.4,1421.6
1827.3,1861.2,1844.3,1787.2,1788,1813.7,1858.2,1933.5,2016.5,2058.3,2062.8,2064.3,2066.4,2067.4,2067.3,2066.2,2064.7,2063.7,2063.5,2064.1
1336.2,1341.1,1354.4,1346.8,1346.5,1362.9,1359.3,1361.2,1360.1,1359.7,1359.5,1359.9,1360.8,1362.3,1363.9,1366,1367.7,1370.4,1373.3,1376.3
1218.5,1223.9,1226,1226.8,1225.2,1224.8,1225.6,1227.3,1229.2,1232.6,1237.6,1242,1248.2,1255,1261.9,1269.2,1276.7,1393.4,1450.2,1620.2
1452.9,1374.1,1341,1337.2,1377.7,1437.2,1504.6,1583.6,1681.3,1967.1,2026.7,2026.3,2026.6,2025.5,2025.3,2024.7,2024.3,2024.5,2025.5,2028.1
1591.3,1528.8,1457.8,1412.4,1421.3,1449.2,1500.4,1563.1,1699.9,1790.7,2017.6,2069.7,2070.4,2071.8,2072.7,2072.4,2070.4,2067.6,2063.9,2061.5
1554.1,1578.2,1595.7,1601.5,1613.2,1623.8,1631.8,1635.5,1636.4,1636.7,1637.6,1637.9,1638.7,1639.4,1639.4,1639.1,1640.3,1642.3,1644.9,1648.4
1782.1,1819.6,1820.8,1815.3,1786.3,1739.7,1768,1842.7,1963.6,2077.4,2109.1,2110.9,2113.6,2115.6,2115.9,2115,2112.9,2111.7,2112.4,2115.2
1552.5,1543.8,1552.6,1559,1570.5,1586.7,1588.4,1590,1592.2,1593.5,1593.3,1595.2,1596.9,1599.7,1602.5,1605.2,1608.8,1611.5,1615.5,1620.9
1011.4,1208,1300.5,1322.4,1346.8,1346.8,1344.7,1341,1335.3,1329.1,1325.7,1323.8,1323.4,1324.2,1326,1328.6,1331.7,1335,1338.5,1341.7
1101.2,1116.3,1129.1,1142.8,1161.5,1191.7,1219.8,1242.7,1253.8,1261.8,1269.3,1277.6,1276.9,1283.4,1297.9,1311.8,1319.3,1324.5,1338.3,1359.9
1509.3,1467.2,1520.3,1518.5,1518.3,1519.5,1518.5,1515.7,1516,1516.2,1518.9,1518.6,1519.8,1517.9,1518.6,1522.5,1523.7,1522.9,1525.2,1530.5
1382.3,1386.4,1383.9,1390.8,1391.8,1392.8,1393.7,1394.9,1395.9,1396.8,1397.7,1398.1,1398.7,1399,1399.4,1400.4,1402.1,1403.4,1405.5,1407.9
1655.1,1610.7,1607.4,1640.1,1671.9,1673.3,1763.3,1778.5,1818.1,1890.5,1940.8,1966.9,2008.6,2025.2,2032.7,2036,2036,2050.3,2060.7,2071.8
1601.3,1561,1511.1,1517.2,1596.1,1608,1565.4,1733.6,1724.2,1830.1,1855,1876.1,1868.4,1910.9,1914.5,1916.2,1915.8,1913.2,1910.8,1909.5
1244.8,1230.8,1237,1259,1303,1346.3,1373.4,1401.2,1504.9,1604.5,1621,1636.8,1645.5,1657.4,1672.5,1706.8,1780.7,1825.1,1881.4,1891.2
1684.7,1896.4,1956.2,1968.1,1986.6,1983.1,1976.6,1978.9,1992.9,2009.8,2040.4,2064.9,2065.7,2069.9,2077.7,2087.1,2097.6,2110.1,2122,2133.3
1351.1,1362.8,1368.8,1380.6,1550.6,1586.8,1670.8,1757.8,1844.7,1846.9,1886.7,1932.2,1938.4,1961.2,1984.2,2009.3,1996.7,2019,2020.7,2021.2
1098.5,1136.3,1151.7,1155.2,1155.1,1150.5,1137.8,1125.2,1115.4,1105.5,1101,1098.6,1097.7,1096.9,1095.8,1124.3,1124.3,1154.2,1154.2,1182.1
1402.2,1349.2,1385.2,1444.8,1507.8,1585.5,1719.4,1857.2,1992.2,2028,2049.6,2065.8,2078.7,2086.5,2095.1,2097.3,2100.8,2105.4,2104.4,2110.8
919,1014,1068.3,1107.3,1132.7,1138.5,1145.9,1156.3,1167.3,1286.2,1367,1348.5,1354,1358.7,1357.3,1355.1,1345.7,1344.5,1311.6,1285.9
