file,c11,c21,c31,c12,c22,c32,c13,c23,c33,c14,c24,c34,c15,c25,c35,c16,c26,c36
KLH057a_1087,334,1740.8,2196.9,22.7,25.2,-152.4,-7.6,-51.9,-28.5,8.7,26,-4.5,-2.2,-15.1,-0.7,5.3,-7.3,-26.2
KLH057a_1088,379.6,940.1,2220.5,-1.8,219,-20.4,-11,47.4,22.8,-0.3,41.2,50.7,-6.4,61,10.9,-0.6,6.1,19.8
KLH057a_1089,312.5,936,2258.5,90.2,-133.5,-35.3,-57.6,-19.9,34.7,38.7,2,-40.9,-18.9,0,-10.6,12.7,16.5,-12.4
KLH057a_1090,453.9,1239.9,2035.7,37.3,-77,13.3,3,41.1,23.7,5.5,0.3,32.5,-22.6,36.7,8.5,-23.4,4.1,25.1
KLH057a_1091,320.6,1710.5,2222,-13,130.4,49.1,-6.9,-45.4,-24.5,5.1,21.8,-7.5,-2.5,-10.4,6.9,2.9,-2.7,-1.9
KLH057a_1092,359.6,1142.8,2118.8,68.7,261.9,23.1,-23.7,35,14.3,5.6,-52.9,19.5,-1.9,13.3,-23.4,5.7,5.3,-14.9
KLH057a_1093,349.1,1400.8,2011.2,15.2,-225.9,-105.3,-7.9,-103.9,16.1,8.5,-4.7,21.9,-6.4,-9,31.5,1.4,-9.6,-14
KLH057a_1094,459.7,1213.1,2087.5,-38,114.7,-20.5,-14.2,-17.9,8.1,13.4,9.3,-1.6,-8.8,2.5,-19,2.2,-9.6,-9.2
KLH057a_1095,351.1,859.3,2090.1,13.8,-104.9,-17.6,-9.9,168,56.5,4.6,35.6,-11.8,14,-75.1,-99.2,1.5,-25.7,42.5
KLH057a_1096,384.6,817.7,2192,23.6,-27.6,-32.5,-24.2,49,-36.6,3.1,-59.4,-8.5,-17.7,6.7,3.7,-3.4,-22.1,-1.6
KLH057a_1097,445.9,895.5,2163.2,16.8,-39,1.9,-21.5,-61.9,-25.3,13.1,-15.3,33.2,-4.6,-13.1,19.3,5.8,-1.8,4.6
KLH057a_1098,508.4,1027.2,2091.3,65.9,4.8,58.2,-73.1,-44,-11.7,8.5,7.1,-4.3,-21.1,-6.7,-3.7,-5.7,-1.8,-5.6
KLH057a_1099,543.3,1125,2195.6,-29.3,-124.3,27.7,-33.5,1.2,-7.9,-8.6,-14.8,1.3,-8,21,-5.1,10.6,-4.4,-0.3
KLH057a_1100,356.7,1721.8,2261.3,34,-102.6,-14.3,1.4,-10.9,-20.1,1.5,-32.4,-27.2,-2.5,6.1,4.1,3,-4.3,-6.2
KLH057a_1101,292.2,1886.3,2293.8,17.4,-63,-87.1,1.8,74,111.8,-0.8,-34.6,-57.1,1.7,-8.4,10.4,1.1,9.5,46.6
KLH057a_1102,412.1,946.5,2122.7,55.3,195.9,-101.6,-24.2,-17.8,-34.2,2.5,-0.2,-9,-9.5,19.3,14.5,-2.3,-12.9,-4.5
KLH057a_1103,389.2,727.3,2171,5,7.3,-23.7,-26.2,-64.6,-2.1,-7,-9.6,-25,-15.1,-9.3,-3.9,0.4,-12.8,-12.7
KLH057a_1104,460.9,794,2179,-8.8,-91.1,2.5,-6.2,-27.3,43.7,25.3,-37.6,17.1,-16.9,-1.2,-10.5,-1.3,-9.9,6.4
KLH057a_1105,359,917.6,2196.3,115,-114.4,-29.3,2.8,31.2,11.7,-9.2,-60.2,6.9,-29.1,-70.4,16.8,12.2,-14.1,-8.1
KLH057a_1106,420.5,1022.6,2196.4,89.5,-52.7,-7.2,-59.3,60,34.6,-8.8,3.2,33.6,5.9,33.7,89.6,-2.7,15.8,10.9
KLH057a_1107,300,1419.3,2170.1,21.3,63.2,-102.2,-15.4,-10.8,17,-7.3,0.9,-16.4,-5.2,-1.8,-26.3,2.2,15.1,30.1
KLH057a_1108,338.6,892.1,2122.2,-28.7,96.4,-26.6,-8.8,40.4,0.5,3.1,31.7,-4.2,8.7,-20.8,-22.4,10.1,-18.4,-36.1
KLH057a_1109,354.3,774.9,2201.6,11,34,23.4,-9.9,13.9,-2.8,4.4,10.1,-20,0.5,-6.9,-3.7,0.9,0.2,-9
KLH057a_1110,405.5,868.5,2154.7,2.1,-84.6,43.1,-14.3,-89.9,-2.5,4.4,1.3,-27.6,-5.9,-9.4,11.8,3.6,22.1,15.8
KLH057a_1111,403.7,1080.6,2190,177.3,-67.9,33.2,-60.1,-9.2,2.5,-31.9,19.6,-6.2,-27.9,-9.2,-31.7,-28.7,-24.9,-4.3
KLH057a_1112,328.5,1447.7,2108,-16.2,104.9,16.5,-17.1,54,-7.1,-4.6,7.3,15.1,-5.5,-15.1,5.5,-3.6,-6.3,5.1
KLH057a_1113,353.4,1561.8,2032,38.8,-12.3,81.4,-16.4,-27.4,12.7,5.4,11.1,-4.6,-1.5,-4.7,7.3,1.2,0.5,-4.6
KLH057a_1114,317.2,1008.5,2158.5,-24.2,137,-43.4,-14.7,4.5,-31.3,-2.6,10.5,3.6,-1.5,-7.9,18.3,-0.9,1.2,12.6
KLH057a_1115,319.9,962.2,2136.4,49.9,-293.5,80,-46.6,157.8,16.3,-5.6,-118.7,-96.7,-2.9,-38.3,6.5,-4.9,96.1,26.9
KLH057a_1116,458.8,950.5,2114.9,29.2,19.7,13.5,-30.2,-10.8,-5,14.4,4.4,-9.5,-14.7,7.1,-0.9,8.1,8,-0.7
KLH057a_1117,480.8,939.7,2180.5,-15.5,-34.3,-43.2,-19,-12.4,-10.8,-10.9,4.6,-8.1,0.8,-3.5,-17.6,-1.4,-1,-3.9
KLH057a_1118,335.2,827.8,2187,-3.7,-45.4,132.1,4.8,21,-100.4,-13,-50,38.4,-13.9,6.3,-28.7,-4.2,-7.2,31.4
KLH057a_1119,365.6,945.7,2092.3,33.6,32.9,-28.7,-29.2,-49.9,-95.9,-0.6,14.2,-17.9,-5.4,23.7,-42.8,-0.9,9.3,-12.3
KLH057a_1120,336,1489.9,2034,56.2,-275.5,-29.8,-19.3,-147.5,-16.1,-16.8,-16.1,8.3,-8.5,-38,13,-9,4.6,-8.9
KLH057a_1121,482.1,1510.2,1975.4,-0.7,6.3,-6.3,2.2,-6.3,23.6,25,5.5,-14.1,11.4,23.9,-9.8,1.3,8.8,9.6
KLH057a_1122,374.6,1658.8,2192.7,10.6,82.7,22.4,7.2,-57.3,-7.3,3.9,17.3,10.4,3.7,-12.1,4.1,-1,5.8,-1.9
KLH057a_1123,384.9,1208.5,2070.6,12.9,186.9,-38.9,-7.9,-5.9,62.2,2.7,-19.9,3.6,-10.1,36.2,-13.3,3.7,-6.6,25.7
KLH057a_1124,467.9,981.1,2122.5,35.5,7.6,-9,-24.5,-4.8,-1.2,3.8,-9.1,14.4,-15.2,-4.8,10.9,2.2,-3.8,-2
KLH057a_1125,469.8,924,2170.1,-14.9,-72.8,-1.2,-3.6,-37.3,13.7,-9.7,-18.4,8.8,-1.8,-13.7,6.7,-4.1,-10.3,8.7
KLH057a_1126,418.1,966.9,2155.9,71.1,20.2,27,6.5,-0.5,-14.8,-16.8,7.3,6.1,-7.4,-9.8,11.9,5.2,-1.1,-4.6
KLH057a_1127,501,955,2174.2,38.5,-8.4,4.1,-15.4,-25.8,-10.9,7.1,-16.4,-25.7,-10.2,-7.8,11.9,3.9,-9.6,-12.2
KLH057a_1128,481.7,946,2222.2,-16.9,-52.4,-34.9,-25.4,-18.1,3,-14.2,-6.2,-13.4,-10,-9.9,-8.8,-3.7,-2.8,3.9
KLH057a_1129,442.7,940.6,2175.6,31.2,26.5,111.4,6.6,12.1,-68,-1.4,4,48.2,-3.6,-0.5,-34.6,4.3,6.5,22.1
KLH057a_1130,430.9,1053.6,2322,66.4,-99.8,-31.9,-37.1,2.3,-26.3,-26.9,-33.9,-18.2,18.9,11.5,7.8,2.2,4.1,26.1
KLH057a_1131,387.2,1608.1,2181.4,-1.8,-20.4,-32.3,-26.8,-4.7,16.3,-14.5,2.7,-15.7,-10.7,8.7,-41.2,-2.1,-1,-8.8
KLH057a_1132,350.3,1632.6,2238.5,0.9,84.1,67.3,5.1,-44.6,-31.7,0.4,34.4,14.4,1.2,-9,-11.9,-0.1,2.7,2.2
KLH057a_1133,383.7,819.7,2066.5,-4.7,-33.1,28.3,-41.2,74.2,35.9,-2.2,38.5,-31.6,-0.1,26.8,19.3,6.9,13.8,-4.4
KLH057a_1134,443.1,926.7,2146.7,12.8,12.8,22.4,-37.1,-16.3,9.2,1.3,-15.2,3.6,-18.7,-3.9,-1,-2.9,-5.6,-2.5
KLH057a_1135,459.3,849.1,2297.6,-12,-16.4,-23.4,-5,-56.3,-12,-6.7,-33.4,16.2,-0.2,-14,-6.4,4.2,-2.2,-1.4
KLH057a_1136,455.8,880.7,2249,15.5,-56.5,59.4,-3.2,19.9,-23,0.5,-22.9,9.8,-0.7,-2.7,-19.7,0.3,-4.5,20.5
KLH057a_1137,432.3,1150.3,2269.4,-31.4,-23.3,36.3,29.9,-15,-13,45,-1.9,5.9,-24,-12.1,1.4,11.9,-33.2,11.6
KLH057a_1138,291.3,1899.7,2444.1,12.2,33.5,-7.3,16.3,-63.3,-60.1,9.2,-3.3,7.9,-14.1,-42.7,-48.3,-3.4,-10.1,10.9
KLH057a_1139,372.6,1045.5,2237.6,-3.4,229.1,-26.4,30.1,68.7,27.9,-23.9,-12.2,13.5,-63.6,30.8,6.1,-32.6,18,-0.3
KLH057a_1140,455.9,1130,2229.9,174.9,21.2,26.3,-52.8,77.5,28,61.6,51.4,-6.1,19.1,66.8,8.9,60.9,39.3,21.1
KLH057a_1141,374.1,1086.1,2072,-9,-264.4,41.4,-10.9,92.4,-15.9,-9.8,-60,8.3,-11.6,12.3,-10.7,-3.1,-7.1,-4.1
KLH057a_1142,384.3,1706.4,2251.4,-54.9,101.8,-44.4,31,-96.7,-82.7,10,-9.2,-27.1,7.1,-19.5,-20.7,-2.8,-9.5,11
KLH057a_1143,462.1,1399.4,2128,23.6,-28,-40.4,-5.5,22.4,8.2,-1.3,22.6,48.1,3.1,36.9,21.2,1,5,-4
KLH057a_1144,456,805.2,2259.2,31,35.8,25.9,-0.6,13.7,-10.4,8,10,-9.1,1.3,7,-15.6,4.5,18.8,11.9
KLH057a_1145,336.7,1661.3,2207.4,41.5,-376.3,-101.2,3.6,-149.1,-64.9,7.7,-81.9,41.8,1.8,-25,18.4,-0.2,2,18.8
KLH057a_1146,352.5,1014.7,2023.3,1.2,-203.2,-8.5,-18.3,-17.5,2.1,-14.1,-51.3,6.5,-6.6,24.4,9.5,-2.2,-17.1,24.3
KLH057a_1147,335.6,1585.1,2117.4,8,-103,-143.9,-4.3,-118,-17.4,4.9,-6.8,32.3,-4,-31.1,0.7,5.6,8,16.1
KLH057a_1148,351.5,870.3,2222.7,-27.1,56.7,31.3,1.1,105,22,-13.6,20,17.6,-4.6,28.2,23.4,-6.2,3.7,13.2
KLH057a_1149,393.7,1193.9,2169.1,24.5,-250.9,26.2,-14.6,54.5,27.4,5.1,-20.9,-13.2,-4,11.1,33.9,1,-7.8,-6.9
KLH057a_1150,308.9,1793.7,2235.5,25.4,-135.3,-5.2,-1.7,-54.8,-8.4,-0.3,-36.8,-15,6,15.7,34.5,0.7,5.7,-4.7
KLH057a_1151,392.4,908.2,2216.7,53.4,223.1,-60.7,10.7,56.5,-35.5,-26,-59.4,-4.8,-7.3,38.4,4.3,-1,-15.9,-3.4
KLH057a_1152,427.8,1190.6,2069.5,-18.7,-257.9,14.3,-27.3,23.1,46.6,-3.4,-39.3,11.2,-1.8,5.7,18.7,1.5,-4.4,1.3
KLH057a_1153,341.2,1797.1,2278.8,12.8,56.3,33.2,15.4,-90.3,-57.4,-3.2,79.7,6,8,-41.6,20.7,-4.7,-8.7,-2.7
KLH057a_1154,404.2,864.3,2146.9,-28.1,255.3,50.4,31,101.5,22.7,-8.3,43.2,-1,11.2,33,8.7,-7.1,27.8,15.7
KLH057a_1155,507.5,870.3,2153.7,10.5,-22.1,2.9,-26.2,-64.9,-32.8,6.8,-23.3,6.3,-7.1,-42.9,2.4,7.4,-38.8,17.6
KLH057a_1156,493,963,2084.8,19.9,-36.1,-15.9,-37,-17.2,-22.4,-1.4,-10,19.7,-16.1,-15.5,18.1,2.5,-17,9.6
KLH057a_1157,505.2,1047.6,2266.7,5.1,-161.9,8.9,-1.1,-16.1,-45.4,45.8,-2.7,-33.8,-34.7,2.7,13.5,18.2,-4.2,-26.8
KLH057a_1158,432.1,1160.7,2266,-9.9,39.9,61.7,-27.6,14.5,52,12.3,6.1,-108.4,-24.8,-7.6,-24.8,0.9,0.7,-3.4
KLH057a_1159,476.5,1154,2214.1,-11.7,-4,-10.3,-74.4,-0.5,26.8,3.6,-8.1,15.6,-15.4,1.3,9,0.7,-2.8,9.1
KLH057a_1160,455,1066.3,2231.5,83.7,72,-0.7,-72.4,27.6,23.5,4.9,35.5,11,-22.6,-7,-11.4,4.1,-15.8,4.7
KLH057a_1161,355.4,1089.6,2042,16.7,-242.5,56.5,-8.6,40.3,24.9,-7.1,-33.9,4.4,-6.1,-8.7,-12,-3,-16,12.4
KLH057a_1162,318.3,1702.8,1976.5,4,-30.5,-28.2,1.9,-91.5,-4.8,3.8,-6.3,21.1,-0.7,-16.3,10.7,0.7,13.5,-3.2
KLH057a_1163,349,976.8,2064.8,40.8,100.9,-92.1,-34.3,27.5,26.9,-6,-9,-17.7,6.9,13.9,2.2,-11.5,9.5,29.7
KLH057a_1164,313.4,778.1,2195.5,10.7,-105.6,87.2,2,28.1,-97.6,1.8,27.9,-40.5,-26.8,-61.8,-22.4,6.7,74.3,7.4
KLH057a_1165,367.9,1728.5,2143.4,-18.6,-56,-96.3,-23.7,-35.9,18.3,-15,-4.2,-5.4,-7.3,-18.9,4.5,-2.2,-5.7,-2.4
KLH057a_1166,424.9,701.6,2235.3,-10,-31.3,28.1,-8.9,-11.3,-12.4,0.6,-13.2,-10.5,-17.5,19.4,-13,17,-0.2,9.1
KLH057a_1167,393.8,796.6,2245.6,61.8,-26.2,26.8,18.9,5.6,-22.1,18.2,3.8,-14.7,-12,20,-16.7,15.6,-38.5,2.9
KLH057a_1168,504.8,896.1,2162.5,104.3,38.5,-12.8,-45.4,111,14.1,26.4,88.2,-27.1,-34,71.5,12,-7.8,39.6,-13.8
KLH057a_1169,352.2,811.7,2192.3,-33.6,39.5,-25.7,-9.1,28.3,38.9,-5,29.5,30.1,-9.7,22.1,-18.5,-9.5,10.9,-6.8
KLH057a_1170,395.3,719.9,2230.1,-28,52.4,-28.4,0.4,14.9,-8.8,10.7,-11.2,15,-5.9,12.1,-7.3,1,-2.3,0.9
KLH057a_1171,525,780,2130.3,-48.8,-7.8,47.5,-113.1,29.1,-10.6,31.4,-17.2,-27.3,-30.5,16.8,22.1,7.8,-4.8,28.9
KLH057a_1172,561.1,951.5,2176.7,-3.9,-24.9,-19,-74.2,-60.2,1.8,3.4,-4,-5.8,-18,-7.8,-4.9,-1.3,2.3,14.4
KLH057a_1173,547.2,1097,2179.5,-35.8,8.5,-27.8,-43.8,-44.4,1.6,-47.1,-25.2,-25.5,-28.8,1.9,24.1,5.4,32,20.1
KLH057a_1174,404.9,779.8,2154.1,47.9,-5.8,38.7,-5.7,-12.7,0.7,6.6,-15.3,-8.1,-2.9,-1.1,14.9,4.6,-8.3,-12.4
KLH057a_1175,320.7,747.4,2149.3,13.2,-125,10.6,5,12.5,38.1,-10.4,-4.1,22.7,-4.4,-32,-24.7,-0.4,23,11.8
KLH057a_1176,417.1,1204.4,1982.4,10.7,173.5,19.8,-19.8,3.6,-4.6,-18.9,31.5,9.2,-8.1,24.8,45,9,14.2,8.9
KLH057a_1177,372.2,940.2,2061.4,-1,12.2,-18.8,4.3,25.8,-10.4,-0.8,5.9,0.9,1.7,-1,-4.5,1.8,-5.6,-6.7
KLH057a_1178,402.7,1144,2056.4,-0.2,-130,53,-1.7,14.4,19.8,3.1,12.2,-27.2,-1.3,9.6,10.3,1.4,-24.2,-11.7
KLH057a_1179,364.7,1111.6,1965.3,6.6,-1.2,-18.9,7.7,71.8,-71.9,-4.2,8.2,-38.8,4.9,-4.3,-27.7,2.5,6.9,4.9
KLH057a_1180,364.7,1802.5,2211.7,36.5,-159.3,83.9,-23.7,-26.2,-54.4,14.4,-29.3,-16,-8.2,-2,19.6,7.6,-10.7,11.1
KLH057a_1181,348.2,933.1,2144.9,18.1,-72.9,-22.9,-20.1,-37.8,-4.5,12.4,-34.1,2,-6.8,-18,-4.1,-3,-3.1,11.8
KLH057a_1182,307.7,1288.5,2103.2,-5.7,-468.6,-48.5,2.9,33.4,38.3,-1.4,60.9,-13.5,-2.3,-41.4,-9.7,6,-17.9,16
KLH057a_1183,285.2,1754,2197,-29,11.3,-69.5,-4.6,-76.7,-31.1,11.3,15.2,1.5,1.5,-28.3,-0.6,4.3,-4.4,-1.4
KLH057a_1184,409.8,979.4,2267.2,-15,184.6,-16.9,8.3,106.9,15.7,-5.6,27.5,12.2,-7.6,30.8,16.7,2.4,21.5,16.1
KLH057a_1185,365.6,1581.5,2203.4,61.9,-343.3,-254.7,-33.1,-73.2,64,-14.9,-40.5,-11.6,-13.6,-0.5,10,-16.3,-23.8,-14.4
KLH057a_1186,376.9,1456.8,2076.6,-13.3,134.4,71.8,-38.3,19.2,12.1,-18,43.1,9.1,-5,23.4,23,-4.4,-0.5,-2.2
KLH057a_1187,380.3,1160.5,2048.5,8.4,105.2,15.3,-9.2,-42.3,-46.1,2.9,12.9,10.5,-1,3,-4.4,-1.4,-5.5,3.6
KLH057a_1188,442,1018.6,2227.1,-7.7,14.2,58.3,-22.4,-17.4,-36.6,5.7,1.3,-4.9,-20.1,-8.4,-15.3,6.6,5.2,-6.7
KLH057a_1189,405.6,1473.1,2070.7,7.3,-261.7,-59.9,-5.3,-85.1,54.9,-0.4,3.5,-6.4,-5.9,-13.7,13.4,-4.6,-7.6,-6
KLH057a_1190,399.5,1089.7,2142,17.3,171.1,-67.3,-0.7,39,13.6,-5.7,13.1,4,-6,0.2,13.2,-4.7,-3.4,4.6
KLH057a_1191,401,1032.3,2095.4,10.5,-149.6,167.7,-11,65.6,-32.7,4.9,-38,1.2,-3.9,34.9,-0.6,2.9,-36.9,14.4
KLH057a_1192,381.2,1202,2118.4,32.8,-16.2,15.7,-10.6,10.6,-57,2.2,0.9,-0.2,-0.1,10.6,8.3,-1.2,-1.5,11.1
KLH057a_1193,389,1564.5,2192.2,-3.9,34.4,35.4,-3.7,-69,9.2,-4,-24.1,-22.5,-0.2,-4.1,-2.3,0.5,8.8,9.1
KLH057a_1194,379.7,1187,2120.2,28.2,289,35.3,-22.5,-48.7,36,11.9,3.1,5.4,-9.5,-2.1,-6.8,7.7,19.8,-7.8
KLH057a_1195,442.7,1465.5,2040.9,-27.3,50.1,-35.1,-38.8,-13.1,-17.2,-6.5,-13.2,-5.7,-11.6,-24.2,-22.7,2.2,-6.1,-12.2
KLH057a_1196,407.8,1533.6,2180.7,-16.7,31.8,-21.6,-0.2,-15,-28.1,3.7,3.2,24,-3.6,-25.2,-29.9,0.8,5.4,0.5
KLH057a_1197,366.2,1093.3,2060.3,44.7,171.4,-46.3,-10.6,144.5,-34.9,-3.7,-47,37.1,-1.3,36.7,-30.1,2.5,-13.9,9.6
KLH057a_1198,258.2,1598.4,1978.6,19.9,-240.3,-13.1,16.7,-61.9,4.1,-0.6,1.7,5.4,6.9,-18.2,7.4,1.1,-0.6,-12
KLH057a_1199,387.4,1459,2081.9,25.6,56.9,-47,-26.3,47,-12.9,6.5,4.8,-27.5,-15.2,-6.6,-22.4,2.2,-8.7,19
KLH057a_1200,342.5,1842.6,2343.9,-50,76.8,89.8,-7,-47,-11.4,-9.6,34.2,-10.6,1.9,-5.6,3,-0.4,-4.9,19.6
KLH057a_1201,522,1437.9,2047.6,-74.7,219.7,169.4,-6.8,25,31.9,-12.8,8.3,-24.8,-8.7,-4.5,-14.4,-9.2,10.9,6.1
KLH057a_1202,505.6,1443.1,2058.7,123.1,-200.6,-172.1,-14.1,-36.9,32.8,-0.2,25.7,-15.2,-13.9,-35.1,-15.3,10.4,4.2,5.7
KLH057a_1203,403.6,1400.9,2185.4,20.6,46.3,39.1,-15.9,-0.7,44.1,9.4,4.9,11,-9.2,-9.5,-18.6,2.2,-6.8,11.2
KLH057a_1204,594.1,1129.2,2125.3,-18.1,50.2,-1,-40.9,33.9,28.7,0.3,33.5,60,-20.8,24.8,33.4,-11.8,21.8,7.9
KLH057a_1205,491.4,1121,2159.7,69.3,-13.1,-16.4,-39.5,5.1,16.1,15.7,1.5,19.2,-1,2,-6.5,-1.7,-3.7,6.9
KLH057a_1206,372.7,984.9,2087.2,11.1,-75.4,5,-2.5,93.1,2.7,-6.3,-22.1,-3.4,-12,20.3,1.9,-9,-11.2,1.4
KLH057a_1207,339,1774.1,2161.1,26.2,-247.4,-118.2,-10.1,-83.8,13,3.5,-81.9,0.2,10.4,-49.6,-28,-9.9,-8.1,16.1
KLH057a_1208,338.7,1302.2,2120,11.5,-55.5,2.4,-25.2,-26.4,22,-5.1,5.9,2.1,-13.1,72.1,14.8,9.7,-15.6,-30.8
KLH057a_1209,327,1724.3,2175.8,15.5,29.8,21.4,-28.6,16,-5.5,-7.9,7.4,63.1,-18.4,2.5,-80.5,-3.4,-7.3,41.9
KLH057a_1210,266.3,1058.1,2064.5,5.2,-141.7,-20,3.2,-5.4,9.3,-6.5,26.3,5.8,3.6,-1.6,-12.5,0.3,15.3,1
KLH057a_1211,372,1328.1,2128.1,53.6,-392.5,13.1,2.4,-78.5,12.4,-14.3,150.1,38.2,12,16.9,-47.6,3,0,-17.6
KLH057a_1212,326.9,1137.6,2139.4,34.1,149.2,-21.9,6.2,85.6,24.2,-4,16.2,17.5,-2,15.1,19.9,2.2,7.9,4.7
KLH057a_1213,407.4,1268.4,2174.6,-2.9,-88,-26.9,-25.4,85.2,67.9,-6,10.8,8.1,-10.5,-10,-11.3,-5.9,7.4,-4.4
KLH057a_1214,291.5,1609.2,2239.8,-10.7,9.4,50.4,-17.1,-61.1,51.1,-0.3,3.8,-21.8,-7.8,-15.9,5.8,0.4,-7.8,13.4
KLH057a_1215,315.8,938.5,2155.4,0.6,-24.2,-5,-29,-4.8,-2.5,-7.1,-12.3,-43.6,-4.4,-11.2,-6.5,-2,-0.1,-2
KLH057a_1216,269.7,1255.1,2158.7,10.7,-193.8,73,4.8,-1.2,-38.1,-9.3,7.6,-3,-1,10.3,29.5,-1.6,-40.7,18.7
KLH057a_1217,281,1706.2,2222.9,-2.8,-63.2,-77.9,-8.1,-98.4,0.3,-8.9,4.2,2.3,-5.2,-7.2,3.6,14.7,11.9,8.4
KLH057a_1218,317.7,1047.7,2178.7,13.3,196.9,-16,-32.1,152,-11,1.4,43,20.4,-27,8.9,13.2,-0.3,43.6,-0.7
KLH057a_1219,336.2,1378.3,1938.2,60.1,-35.1,36.6,-5.9,24.6,-24,4.8,-2.2,19.5,-0.2,-2.8,-26.6,2.6,5.4,10.7
KLH057a_1220,331,858.1,1983.2,-14,29.4,10.6,1.7,58.3,39.5,-32.1,25.3,6.4,-7.5,35,6.1,-9.3,18.1,8.5
KLH057a_1221,434.7,1040.2,2136.4,27.8,-42.5,50.7,-19.3,8.2,-20.5,7.7,-6.3,14.7,3.9,16.1,-0.5,8,-13.4,0.5
KLH057a_1222,413.3,1190.8,2014.9,24.1,-224.2,56.7,-14.6,28.3,7.3,6.6,-8.5,14.6,-5,18.1,8.2,3.3,11,-4.5
KLH057a_1223,344.9,1718.9,2007.3,20.5,-142.6,-82.2,-0.4,-66.6,-0.3,-6.4,-37.9,-3.3,1.2,-21.2,-11.3,-1.4,-4.4,13.6
KLH057a_1224,354.4,1695,2061.2,36.2,30.3,7,-39.5,21.9,26.7,2.4,25.9,-11.1,-4.2,9,2.4,-1.7,12.9,4
KLH057a_1225,337.9,1084.3,1962.9,2.7,-160,44.1,-25.8,-71.3,-50.7,-7.8,-2.1,-1.6,-1.6,14.3,3,-1.2,-43.8,-19.7
KLH057a_1226,325.3,1668.7,2198.6,1.4,-104,-84.1,-3,-36.1,-20.3,1.9,-36.4,-2.4,-1.3,-11.1,-0.1,1.2,-9.5,-6.4
KLH057a_1227,311.4,1764.4,2267.3,-0.8,20.8,10.6,3.9,-9.1,-9,-3.1,5.1,9.8,2.3,-1.8,-4.5,-2.4,2.6,2.8
KLH057a_1228,391.1,1719.3,2270.3,-18.3,-51.9,-77.5,-10,-22.7,-17.4,-2,4.2,8.7,-0.3,-3.5,0.3,2.7,3.1,2.8
KLH057a_1229,381.4,1721.4,2290.2,14.6,19.1,73.2,0.4,-14.6,-15.8,2.5,3.4,18.8,-2.8,-5.6,-19.9,2.8,11.9,5.9
KLH057a_1230,356.1,1823.3,2355.1,52,-125.9,-91.9,-14.6,5.1,-13.6,-8.6,-18.3,6.5,-9.1,0.7,-24.4,-3.7,-10.8,-6.4
KLH057a_1231,288.9,2017.7,2505.4,11.1,-42.7,-80.2,-9.6,-47.7,-136.1,-4,-21.6,-56.7,-3.9,32.8,64.3,-2.2,-36.9,-3.2
KLH057a_1232,427.3,1313.4,1945.6,-14.6,121.1,-0.8,11.6,40.1,32.7,-23.6,21.3,-13.3,2.9,24.2,12.8,-1.3,12.2,2.9
KLH057a_1233,516.1,1084.3,2041.7,19.5,-104.5,20.2,-57.1,-38.1,16.5,-7.9,-30.6,9.5,-18.4,4,29.6,-6.6,6.2,-4.3
KLH057a_1234,365.3,1729.9,2216.8,-5.4,-70.2,-21.2,3.7,-79.1,-34.9,15.1,-28.8,-14.9,7.5,-29.8,-19.2,2.2,-2.6,-1.7
KLH057a_1235,631.9,1354.5,2198,28.1,130,5,-56.4,15.7,24.1,13.7,6,41.8,-32.8,-9.7,18,9.2,-38,-12.3
KLH057a_1236,515.9,1175.9,2272,-64.9,126.5,-30.2,-30.3,21.1,-81.7,1.1,45.2,14.7,-22.9,-13.1,-45.1,2.3,40.2,7
KLH057a_1237,498,992.1,2220.5,78.9,-6.6,-25.1,-49.2,50.3,31.3,21.1,-53.9,1.9,-4.9,-2.6,-13.6,2.5,-21.6,-5.8
KLH057a_1238,419.5,1565.6,2211.4,-17.1,59.2,69.6,-2.4,-5.8,-75.3,6.6,16.6,1.2,6.5,12.8,-18.2,3.4,1.4,-21.9
KLH057a_1239,424.9,1507.3,2081.2,-25.2,-19.5,4.5,-2.4,-19.2,-3.2,-2,-5.7,2.2,0.2,-4.1,1.2,-0.2,-0.4,0.8
KLH057a_1240,398.2,1140.9,2005.9,58,274.3,10,-13.8,36.2,7.3,9.9,-19.6,2.6,-5,2.4,6.3,-2.9,-9.1,2.2
KLH057a_1241,356.6,1580.8,1963.7,34.8,12.3,5.8,-47,16.2,4.9,1,-14.9,-23.2,-10.9,3.9,8.6,-0.7,-4.1,2.2
KLH057a_1242,336.5,1009.9,1991.8,-24.5,-121.6,-22.5,-15,-7.9,-5,-6.3,20.8,-8.8,-1.3,18,19.5,-1.4,-27.1,-2
KLH057a_1243,421.2,1216,2069.1,-4.2,-51.6,-20,11.7,-0.3,-15.1,4,41.9,8.5,-2,0.4,20.2,4,4.8,-7
KLH057a_1244,374.6,906.9,2111.5,13.8,50.1,18.5,-24.8,2.3,-34.9,1.4,-18.8,-29,-9.7,-5.1,5.1,4.3,-8.4,-12.8
KLH057a_1245,332.9,1289.4,1982.4,40.2,-137.1,-14.1,-26.4,-66.9,-34.8,9.7,-8.6,18.8,-7.6,-11.7,-1.5,0.8,-10.1,10.2
KLH057a_1246,343.7,947.5,2187.6,70.2,-151.7,15.7,10.3,11.2,-10.4,-13.6,20,4.8,-0.2,-2.7,-16.2,-2.4,4,4.9
KLH057a_1247,515.2,961.6,2192.3,96.8,43.2,1.8,-18.2,7.7,-29.8,22.4,6.2,16.4,-6.2,-7.5,2.9,10,1.2,0.2
