Speaker,word_unique,vowel,syllable_number,word_syllables,stress,syllable_stress,Moras,length,f0_reaper,f0_praat,intensity,raw_duration,duration,f1,f2
SB,kaʻu117.553702280707,u,-1,2,unstressed,Final Unstressed,1,short,131.4766996,133.73983617298,66.95,78.7408685465465,-2.54159296296418,-1.33839107667241,-0.343080117973194
DK,kaʻu1190.283,a,-2,2,primary,Primary Stressed,1,short,130.242823333333,NA,73.6,64.5692191419585,-2.7400174656187044,-0.780235028914129,0.0068283151673949
DK,kaʻu1190.283,u,-1,2,unstressed,Final Unstressed,1,short,155.84231175,141.494877027096,73.9,73.2446334136512,-2.6139502977463547,-1.22343500793455,-0.300477291000248
DK,kaʻu1210.98021910004,a,-2,2,primary,Primary Stressed,1,short,117.9479715,126.559645516991,70.7,76.1585661673507,-2.5749377152604054,-0.652204930634393,0.0894311830088297
DK,kaʻu1210.98021910004,u,-1,2,unstressed,Final Unstressed,1,short,128.8627619375,124.457208217123,70.25,110.926607243755,-2.1988864923584885,-0.941219448319952,-0.339274231186478
DK,kaʻu1212.03319405835,a,-2,2,primary,Primary Stressed,1,short,NA,NA,68.2,49.9999999999545,-2.9957322735549012,-0.581371765067986,0.0616158849543886
DK,kaʻu1212.03319405835,u,-1,2,unstressed,Final Unstressed,1,short,NA,NA,61.1,38.079283083789,-3.268084895817366,-0.84691988002155,-0.0152424468563765
SB,kaʻu131.721975816332,a,-2,2,primary,Primary Stressed,1,short,120.3025879,132.288988318151,68.2,73.3930727222685,-2.611925724896275,-0.517207074324523,0.231215523304202
SB,kaʻu131.721975816332,u,-1,2,unstressed,Final Unstressed,1,short,131.750082125,141.720648280472,65.6,65.7999065467436,-2.7211368609141293,-1.08588047600007,-0.092318817644883
LV,kaʻu137.245717058904,a,-2,2,primary,Primary Stressed,1,short,125.986193153846,NA,NA,95.0170358368609,-2.3536990788597945,-0.35043595773755,0.3797841880473
LV,kaʻu137.245717058904,u,-1,2,unstressed,Final Unstressed,1,short,150.434840784314,73.7166277048094,60,319.944173215902,-1.1396087571083602,-1.44325448744099,-0.954153614363709
SB,kaʻu139.995202708118,a,-2,2,primary,Primary Stressed,1,short,175.9677062,151.066091378281,66.85,59.5276405424272,-2.821314527367524,-0.62020103615631,0.25003162439041
SB,kaʻu139.995202708118,u,-1,2,unstressed,Final Unstressed,1,short,25.714285,156.025553342286,62.6,51.4899363585357,-2.9663689009214385,-1.25517704610656,-0.292038458870663
DK,kaʻu1415.88287068471,a,-2,2,primary,Primary Stressed,1,short,75.773193,197.283560934752,75,56.5867829207036,-2.871979838344467,-0.613035432558841,0.00829112143434685
DK,kaʻu1415.88287068471,u,-1,2,unstressed,Final Unstressed,1,short,111.036793846154,117.474158181883,70.05,123.46207182667999,-2.0918212807974,-1.12220855988013,-0.24010409811083
LV,kaʻu144.30691645304,a,-2,2,primary,Primary Stressed,1,short,155.877197230769,185.50549966989,73.6,86.9211353064259,-2.442754062169477,-0.339456361740514,0.311431009529548
LV,kaʻu144.30691645304,u,-1,2,unstressed,Final Unstressed,1,short,150.74602525,153.428228107808,67.7,64.18915053583869,-2.7459210773363143,-1.02687286759148,-0.214293218786509
SB,kaʻu144.9571,a,-2,2,primary,Primary Stressed,1,short,121.6855705,NA,62.6,71.6959268019934,-2.635321341888528,-0.498752636474931,0.262904862858798
SB,kaʻu144.9571,u,-1,2,unstressed,Final Unstressed,1,short,112.1515645,111.133289235619,59.4,43.956202299853004,-3.124561543081792,-1.04578398866905,0.14213840750367
DK,kaʻu154.967177171149,a,-2,2,primary,Primary Stressed,1,short,131.4688004,138.201977764354,68.65,54.6288544173876,-2.907193066639016,-0.631612818452379,0.0577771086472234
DK,kaʻu154.967177171149,u,-1,2,unstressed,Final Unstressed,1,short,121.559132904762,118.802388683261,66.8,122.914922439151,-2.096262850422452,-1.05900248397634,-0.463054766793523
DK,kaʻu1547.53654006465,a,-2,2,primary,Primary Stressed,1,short,117.536461,224.206098329089,68.8,53.957447256607296,-2.9195595568304484,-0.802424156575889,0.083786167024603
DK,kaʻu1547.53654006465,u,-1,2,unstressed,Final Unstressed,1,short,126.595833636364,107.642705385179,64.6,72.8498352664246,-2.619355007614247,-1.18570013702229,-0.232964741079742
DK,kaʻu158.35,a,-2,2,primary,Primary Stressed,1,short,131.853357,126.04958900346,66.75,58.0758294979944,-2.846005717207791,-0.550529625793942,0.167196479107766
DK,kaʻu158.35,u,-1,2,unstressed,Final Unstressed,1,short,135.139867333333,132.79712310528,67.8,49.999999999983004,-2.995732273554331,-1.08406391457171,-0.103875728316982
LV,kaʻu169.832793096233,a,-2,2,primary,Primary Stressed,1,short,125.272762375,NA,NA,77.521621175066,-2.557198398627252,-0.306666538917524,0.402480982988862
LV,kaʻu169.832793096233,u,-1,2,unstressed,Final Unstressed,1,short,143.2758393,147.398873864619,58.4,72.8835754637203,-2.618891967632825,-1.32258711174052,-0.806246768116019
IN,kaʻu172.1098,a,-2,2,primary,Primary Stressed,1,short,NA,NA,65,37.4180074962851,-3.2856032065799194,-0.504377742818782,0.243852422972743
IN,kaʻu172.1098,u,-1,2,unstressed,Final Unstressed,1,short,NA,NA,66.4,36.0531550159919,-3.3227609013000015,-1.01343079155916,-0.356132749066023
SB,kaʻu182.655,a,-2,2,primary,Primary Stressed,1,short,133.631703,119.174008186317,61.4,64.2329694820489,-2.745238656770377,-0.608451553731356,0.316668782184903
