"","Speaker","filename","word","word_unique","vowel","syllable_number","word_syllables","stress","syllable_stress","Moras","length","f0_reaper","f0_praat","intensity","duration","log_duration","f1","f2","syll_comp"
"338","SB","KLH033b_0764","hoʻomaka","hoʻomaka439.916165817135","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",80.015315,88.8337479118989,60.45,42.8686913861611,3.75814175497863,-0.737655826282091,-0.0250889820217504,"-3_4"
"339","SB","KLH033b_0765","hoʻomaka","hoʻomaka439.916165817135","a","-2",4,"primary","Primary Stressed",1,"short",154.760732,153.545864680373,69.3,61.6034758088517,4.12071829441599,-0.45352863731422,0.122128801201502,"-2_4"
"340","SB","KLH033b_0766","hoʻomaka","hoʻomaka439.916165817135","a","-1",4,"unstressed","Final Unstressed",1,"short",197.552564,194.26710020935,70.6,57.1582551815482,4.04582382743041,-0.350963354268462,0.192389563301464,"-1_4"
"341","AA","KLH057b_0071","hoʻomaka","hoʻomaka46.77570621","o","-4",4,"secondary","Secondary Stressed",1,"short",156.4124295,131.934853292398,73.6,34.315949,3.53561023152241,-0.766516702128375,-0.197940294164991,"-4_4"
"342","AA","KLH057b_0072","hoʻomaka","hoʻomaka46.77570621","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",NA,NA,74.95,34.315949,3.53561023152241,-0.91160996551651,-0.314569828445088,"-3_4"
"343","AA","KLH057b_0073","hoʻomaka","hoʻomaka46.77570621","a","-2",4,"primary","Primary Stressed",1,"short",128.822056666667,129.110273880811,73.3,34.233798,3.53321340168938,-0.592504174584304,-0.256385544756026,"-2_4"
"344","AA","KLH057b_0074","hoʻomaka","hoʻomaka46.77570621","a","-1",4,"unstressed","Final Unstressed",1,"short",NA,NA,73.7,41.848718,3.73406116325242,-0.84277114537761,0.219309511960714,"-1_4"
"345","IN","KLH013b_0632","hoʻomaka","hoʻomaka562.290459224008","o","-4",4,"secondary","Secondary Stressed",1,"short",204.166672,NA,68.9,31.79932376122,3.45944502418958,-1.57065549478314,-0.341827869375961,"-4_4"
"346","IN","KLH013b_0633","hoʻomaka","hoʻomaka562.290459224008","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",NA,NA,65.6,37.5331967264856,3.6252257874168,-0.96685929454764,-0.170348677160045,"-3_4"
"347","IN","KLH013b_0634","hoʻomaka","hoʻomaka562.290459224008","a","-2",4,"primary","Primary Stressed",1,"short",172.854647333333,170.807691800008,72.7,41.8790108692519,3.73478476751072,-0.301515210226167,0.0051101875253794,"-2_4"
"348","IN","KLH013b_0635","hoʻomaka","hoʻomaka562.290459224008","a","-1",4,"unstressed","Final Unstressed",1,"short",185.294113,171.374652139413,70.75,34.7302039685928,3.54760973971866,-0.812273468974785,0.048763004532419,"-1_4"
"349","LV","KLH032c_0004","hoʻomana","hoʻomana15.0747882010987","o","-4",4,"secondary","Secondary Stressed",1,"short",161.898379166667,158.996724155578,71,58.3646572700758,4.06671052290501,-0.848368109324221,-0.56116416262862,"-4_4"
"350","LV","KLH032c_0005","hoʻomana","hoʻomana15.0747882010987","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",124.751292,261.954945385967,63.6,51.3095888088593,3.93787765106207,-0.996482233886465,-0.691217290876818,"-3_4"
"351","LV","KLH032c_0006","hoʻomana","hoʻomana15.0747882010987","a","-2",4,"primary","Primary Stressed",1,"short",144.168202,140.283787646751,71,50.6013243988317,3.92397774984084,-1.42097421704932,0.0497859108607628,"-2_4"
"352","LV","KLH032c_0007","hoʻomana","hoʻomana15.0747882010987","a","-1",4,"unstressed","Final Unstressed",1,"short",132.221947833333,131.894790048161,69.4,75.4967582632293,4.32408971842229,-1.44152288527671,0.0958279023197752,"-1_4"
"353","LV","KLH032e_0405","hoʻomana","hoʻomana160.826215137746","o","-4",4,"secondary","Secondary Stressed",1,"short",203.802854625,211.170646985139,69.1,52.7758661725386,3.96605400615372,-1.29680858041244,-0.499948948093057,"-4_4"
"354","LV","KLH032e_0406","hoʻomana","hoʻomana160.826215137746","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",122.234163833333,169.52858439626,63.5,57.644282412241,4.05429106421193,-1.11398814608257,-0.632516856685053,"-3_4"
"355","LV","KLH032e_0407","hoʻomana","hoʻomana160.826215137746","a","-2",4,"primary","Primary Stressed",1,"short",207.212674333333,208.632965091482,66.1,48.3681909895779,3.87884238670566,-0.199194794073923,0.266679441829801,"-2_4"
"356","LV","KLH032e_0408","hoʻomana","hoʻomana160.826215137746","a","-1",4,"unstressed","Final Unstressed",1,"short",190.693158857143,191.345680761235,63.1,51.0185028246042,3.93218836741058,-0.87943856979796,0.537926251795669,"-1_4"
"357","AA","KLH057b_2022","hoʻomana","hoʻomana2092.546","o","-4",4,"secondary","Secondary Stressed",1,"short",NA,NA,73.4,44.42759,3.79386067284778,-0.892219943926582,-0.295277904598198,"-4_4"
"358","AA","KLH057b_2023","hoʻomana","hoʻomana2092.546","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",NA,NA,74.65,46.892057,3.847848300768,-0.743948015051392,-0.512692657201805,"-3_4"
"359","AA","KLH057b_2024","hoʻomana","hoʻomana2092.546","a","-2",4,"primary","Primary Stressed",1,"short",136.243354,137.390429747054,77.25,54.260809,3.9938022168137,-0.736979345735298,0.111368383514742,"-2_4"
"360","AA","KLH057b_2025","hoʻomana","hoʻomana2092.546","a","-1",4,"unstressed","Final Unstressed",1,"short",132.971507,134.928649529639,75.1,38.03108,3.63840372016959,-0.920159113824495,0.406856998853704,"-1_4"
"361","LV","KLH032e_0053","hoʻomana","hoʻomana36.1341044590189","o","-4",4,"secondary","Secondary Stressed",1,"short",198.7182098,191.930232551429,74.45,47.059169531984,3.85140573613934,-0.767590269661392,-0.274917840602943,"-4_4"
"362","LV","KLH032e_0054","hoʻomana","hoʻomana36.1341044590189","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",159.1320968,154.861522610416,71.3,66.716797311166,4.2004567549674,-0.583653322252556,-0.445455650974836,"-3_4"
"363","LV","KLH032e_0055","hoʻomana","hoʻomana36.1341044590189","a","-2",4,"primary","Primary Stressed",1,"short",193.8853347,191.461153090363,73,60.7599404083814,4.10693069695654,-0.359190025897465,0.363128898316738,"-2_4"
"364","LV","KLH032e_0056","hoʻomana","hoʻomana36.1341044590189","a","-1",4,"unstressed","Final Unstressed",1,"short",151.331806636364,150.72372939833,69,73.1494678082072,4.29250485209048,-0.798940799545468,0.525662060562643,"-1_4"
"365","LV","KLH032a_1412","hoʻomana","hoʻomana688.7801","o","-4",4,"secondary","Secondary Stressed",1,"short",180.05012525,185.83768788094,71.1,48.3582157299907,3.87863612949089,-1.25574709361467,-0.660643710847931,"-4_4"
"366","LV","KLH032a_1413","hoʻomana","hoʻomana688.7801","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",NA,NA,62,48.4210030265331,3.87993366642409,-1.85045420136136,-0.587328445830448,"-3_4"
"367","LV","KLH032a_1414","hoʻomana","hoʻomana688.7801","a","-2",4,"primary","Primary Stressed",1,"short",164.9928877,166.696618546454,67.25,63.4482108623615,4.15022399616412,-0.869624948349636,0.301792380691779,"-2_4"
"368","LV","KLH032a_1415","hoʻomana","hoʻomana688.7801","a","-1",4,"unstressed","Final Unstressed",1,"short",170.3790466,171.505376925818,67.2,65.1179006218854,4.1761994825672,-0.871579983185439,0.593702789253082,"-1_4"
"369","LV","KLH032a_1446","hoʻomana","hoʻomana698.147012073823","o","-4",4,"secondary","Secondary Stressed",1,"short",170.930237,153.308930574695,65.8,32.8956201987012,3.49333952424991,-1.6005875799064,-0.73719279247702,"-4_4"
"370","LV","KLH032a_1447","hoʻomana","hoʻomana698.147012073823","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",153.259308,151.743823515241,64.5,35.3783085155328,3.56609887853089,-1.33806729702842,-0.661436417984169,"-3_4"
"371","LV","KLH032a_1448","hoʻomana","hoʻomana698.147012073823","a","-2",4,"primary","Primary Stressed",1,"short",140.6559315,138.794271558618,71.45,50.0760160068694,3.91354217104888,-1.44152288527671,-0.124159608131009,"-2_4"
"372","LV","KLH032a_1449","hoʻomana","hoʻomana698.147012073823","a","-1",4,"unstressed","Final Unstressed",1,"short",130.211436818182,130.007188039071,69.4,74.4806495064267,4.31053935347894,-1.18235777043187,0.483659839241346,"-1_4"
"373","LV","KLH032a_1555","hoʻomana","hoʻomana735.675245603126","o","-4",4,"secondary","Secondary Stressed",1,"short",169.166400916667,171.368498732832,67.5,70.8091437440999,4.25998814128863,-1.86356054886666,-0.78538433346186,"-4_4"
"374","LV","KLH032a_1556","hoʻomana","hoʻomana735.675245603126","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",88.0166015555556,127.010252797563,60.1,75.7972439930654,4.32806193305679,-1.04882637780735,-0.947797660763011,"-3_4"
"375","LV","KLH032a_1557","hoʻomana","hoʻomana735.675245603126","a","-2",4,"primary","Primary Stressed",1,"short",211.440312666667,215.357533337803,69.3,49.227765222895,3.89645779812051,-1.58249663425736,0.359135738418599,"-2_4"
"376","LV","KLH032a_1558","hoʻomana","hoʻomana735.675245603126","a","-1",4,"unstressed","Final Unstressed",1,"short",149.703535666667,142.378334525808,63.55,79.2425732654465,4.37251369562723,-1.51883000705308,0.433468239318047,"-1_4"
"377","LV","KLH032e_0221","hoʻomana","hoʻomana91.9859104915731","o","-4",4,"secondary","Secondary Stressed",1,"short",153.23798,156.621438886174,64.4,63.5748369359703,4.15221774639684,-0.747511026755412,-0.502651652440942,"-4_4"
"378","LV","KLH032e_0222","hoʻomana","hoʻomana91.9859104915731","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",NA,256.817875370621,60.3,37.4668751119316,3.62345721226172,-1.35855658748089,-0.709354638853936,"-3_4"
"379","LV","KLH032e_0223","hoʻomana","hoʻomana91.9859104915731","a","-2",4,"primary","Primary Stressed",1,"short",156.466214857143,164.004132268446,67.4,57.7192400373008,4.05559056745206,-0.686327305582626,0.367956395978253,"-2_4"
"380","LV","KLH032e_0224","hoʻomana","hoʻomana91.9859104915731","a","-1",4,"unstressed","Final Unstressed",1,"short",34.550711,219.777084179738,65.5,69.002262103794,4.23413928817283,-0.815454936309881,0.521297359162081,"-1_4"
"381","AA","KLH057b_1595","hoʻonoho","hoʻonoho1863.772242","o","-4",4,"secondary","Secondary Stressed",1,"short",122.3303335,126.234290677904,80.1,49.603965,3.90407077005202,-0.942986057089657,-0.230883024768009,"-4_4"
"382","AA","KLH057b_1596","hoʻonoho","hoʻonoho1863.772242","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",128.052441,128.188940856805,77.75,50.539889,3.92276290567746,-1.09663491781217,-0.323377496234072,"-3_4"
"383","AA","KLH057b_1597","hoʻonoho","hoʻonoho1863.772242","o","-2",4,"primary","Primary Stressed",1,"short",121.110614142857,120.652416555248,76.25,58.963204,4.07691358833134,-0.915997541110957,-0.120480755129436,"-2_4"
"384","AA","KLH057b_1598","hoʻonoho","hoʻonoho1863.772242","o","-1",4,"unstressed","Final Unstressed",1,"short",109.429283,109.701299285147,76.65,38.372878,3.64735090796152,-1.14735846864589,-0.403853622148918,"-1_4"
"385","AA","KLH057b_1969","hoʻonoho","hoʻonoho2077.707462","o","-4",4,"secondary","Secondary Stressed",1,"short",139.556961,136.336636807606,79,36.173872,3.58833709027603,-0.88390536936067,-0.237306368451583,"-4_4"
"386","AA","KLH057b_1970","hoʻonoho","hoʻonoho2077.707462","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",NA,NA,75.5,44.882397,3.80404566887914,-0.859599428712833,-0.222239822648171,"-3_4"
"387","AA","KLH057b_1971","hoʻonoho","hoʻonoho2077.707462","o","-2",4,"primary","Primary Stressed",1,"short",NA,NA,78.1,48.901716,3.88981248788966,-0.7553247020335,-0.0304418251157683,"-2_4"
"388","AA","KLH057b_1972","hoʻonoho","hoʻonoho2077.707462","o","-1",4,"unstressed","Final Unstressed",1,"short",137.280495,134.961928186307,79.5,60,4.0943445622221,-0.774648974859902,-0.0908240085678207,"-1_4"
"389","AA","KLH057b_1796","hoʻopaʻa","hoʻopaʻa1950.739475","o","-4",4,"secondary","Secondary Stressed",1,"short",135.793323,136.843124493717,77.4,49.276315,3.89744353964363,-0.938353810934887,-0.220532296925328,"-4_4"
"390","AA","KLH057b_1797","hoʻopaʻa","hoʻopaʻa1950.739475","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",NA,NA,73.9,52.092104,3.95301338257125,-0.827785793693479,-0.395471954334265,"-3_4"
"391","AA","KLH057b_1798","hoʻopaʻa","hoʻopaʻa1950.739475","a","-2",4,"primary","Primary Stressed",1,"short",144.974804,139.364341353767,75,41.208906,3.71865439804373,-0.590914489536998,0.0305857787734176,"-2_4"
"392","AA","KLH057b_1799","hoʻopaʻa","hoʻopaʻa1950.739475","a","-1",4,"unstressed","Final Unstressed",1,"short",NA,NA,71.4,44.348683,3.79208301271151,-0.612230792748746,0.181555598036598,"-1_4"
"393","JM","KLH016c_0434","hoʻopaʻa","hoʻopaʻa260.60068257659","o","-4",4,"secondary","Secondary Stressed",1,"short",NA,NA,70.65,50.3637922651592,3.91927250946172,-0.807636311306822,-0.169192264503848,"-4_4"
"394","JM","KLH016c_0435","hoʻopaʻa","hoʻopaʻa260.60068257659","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",NA,NA,67.9,44.7699557959709,3.80153728489413,-0.976791199031774,-0.310395076277389,"-3_4"
"395","JM","KLH016c_0436","hoʻopaʻa","hoʻopaʻa260.60068257659","a","-2",4,"primary","Primary Stressed",1,"short",111.282087,99.6092700987988,74.3,80.1242149673271,4.38357811759318,-0.31804956963792,0.130347757637625,"-2_4"
"396","JM","KLH016c_0437","hoʻopaʻa","hoʻopaʻa260.60068257659","a","-1",4,"unstressed","Final Unstressed",1,"short",94.3471103333333,101.606745441839,71.7,67.5332669010231,4.21262031944939,-0.349896632542901,0.127813000884372,"-1_4"
"397","JM","KLH016c_0627","hoʻopaʻa","hoʻopaʻa347.6605","o","-4",4,"secondary","Secondary Stressed",1,"short",NA,NA,72.3,57.8507280221743,4.05786603821347,-0.743657648353138,-0.387356117413517,"-4_4"
"398","JM","KLH016c_0628","hoʻopaʻa","hoʻopaʻa347.6605","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",80.036301,79.7543428001926,70.35,39.5717507910831,3.67811549983383,-0.909355041777633,-0.540537767990636,"-3_4"
"399","JM","KLH016c_0629","hoʻopaʻa","hoʻopaʻa347.6605","a","-2",4,"primary","Primary Stressed",1,"short",106.045355590909,85.2302909022283,75.6,137.530539865395,4.92384600055623,-0.345248674925817,0.0758433703216959,"-2_4"
"400","JM","KLH016c_0630","hoʻopaʻa","hoʻopaʻa347.6605","a","-1",4,"unstressed","Final Unstressed",1,"short",95.120491125,101.068925135816,68.6,60.0000000000023,4.09434456222214,-0.543665989364359,0.121663955757949,"-1_4"
"401","RM","KLH014b_0590","hoʻopaʻa","hoʻopaʻa364.7815","o","-4",4,"secondary","Secondary Stressed",1,"short",171.3507598,173.789629784244,70.4,45.4397579965189,3.81638744861788,-0.913906012435943,-0.261454274864096,"-4_4"
"402","RM","KLH014b_0591","hoʻopaʻa","hoʻopaʻa364.7815","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",178.6876678,175.428540848807,67.95,39.9941379038751,3.68873289097096,-0.916456783955346,-0.334801077605187,"-3_4"
"403","RM","KLH014b_0592","hoʻopaʻa","hoʻopaʻa364.7815","a","-2",4,"primary","Primary Stressed",1,"short",183.695128083333,196.185294085009,68,81.6531283223298,4.40248013248937,-0.329325212427457,0.0650843963225762,"-2_4"
"404","RM","KLH014b_0593","hoʻopaʻa","hoʻopaʻa364.7815","a","-1",4,"unstressed","Final Unstressed",1,"short",170.511355055556,171.102339067112,66.65,107.539793030526,4.67786094679837,-0.450328532487569,0.0043424334542399,"-1_4"
"405","HM","KLH021a_1206","hoʻopaʻa","hoʻopaʻa682.846595201561","o","-4",4,"secondary","Secondary Stressed",1,"short",111.057754666667,104.447305912976,73.5,45.5696478520622,3.81924187761947,-0.809018483866458,-0.274341644278287,"-4_4"
"406","HM","KLH021a_1207","hoʻopaʻa","hoʻopaʻa682.846595201561","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",115.8307724,112.862776427786,75.4,42.2056792324383,3.74255479095476,-0.965326661833737,-0.466305498564477,"-3_4"
"407","HM","KLH021a_1208","hoʻopaʻa","hoʻopaʻa682.846595201561","a","-2",4,"primary","Primary Stressed",1,"short",148.115835916667,145.282444523946,79.2,81.3937981212121,4.39929907994878,-0.364506354586406,0.0867008523784483,"-2_4"
"408","HM","KLH021a_1209","hoʻopaʻa","hoʻopaʻa682.846595201561","a","-1",4,"unstressed","Final Unstressed",1,"short",125.883446066667,126.876687748751,76.6,92.1809279927857,4.52375325442313,-0.382297583282901,0.120201440898947,"-1_4"
"409","AA","KLH057b_1759","hoʻopaʻi","hoʻopaʻi1942.333","o","-4",4,"secondary","Secondary Stressed",1,"short",NA,NA,74.1,41.077364,3.71545721552345,-0.841409829228638,-0.142046885874976,"-4_4"
"410","AA","KLH057b_1760","hoʻopaʻi","hoʻopaʻi1942.333","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",136.177978714286,134.398522846525,70.95,54.907894,4.00565712688562,-0.840616583110778,-0.308496867740385,"-3_4"
"411","AA","KLH057b_1761","hoʻopaʻi","hoʻopaʻi1942.333","a","-2",4,"primary","Primary Stressed",1,"short",148.574608888889,151.162163810286,73.4,62.651315,4.1375846707467,-0.550615045924385,-0.0171786993341847,"-2_4"
"412","AA","KLH057b_1762","hoʻopaʻi","hoʻopaʻi1942.333","i","-1",4,"unstressed","Final Unstressed",1,"short",146.27554325,144.390668329852,72.8,36.060798,3.585206347314,-1.08673384682946,0.603446437067036,"-1_4"
"413","JM","KLH016a_0830","hoʻopaʻi","hoʻopaʻi307.925886102743","o","-4",4,"secondary","Secondary Stressed",1,"short",138.676118875,142.9036603988,79.4,57.9000762176634,4.05871870094533,-0.926240579604828,-0.013586297000483,"-4_4"
"414","JM","KLH016a_0831","hoʻopaʻi","hoʻopaʻi307.925886102743","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",91.2318556,118.020658028902,77.3,44.8127582670281,3.80249288162419,-1.0054807115272,-0.336141257474416,"-3_4"
"415","JM","KLH016a_0832","hoʻopaʻi","hoʻopaʻi307.925886102743","a","-2",4,"primary","Primary Stressed",1,"short",153.574689428571,152.358033960017,79.95,58.9641556144898,4.0769297273256,-0.576445623233195,0.100220948651994,"-2_4"
"416","JM","KLH016a_0833","hoʻopaʻi","hoʻopaʻi307.925886102743","i","-1",4,"unstressed","Final Unstressed",1,"short",119.625974923077,134.515048463592,76.8,89.6255165341131,4.49564006218477,-1.41446887497102,0.788499590012155,"-1_4"
"417","JM","KLH016c_0348","hoʻopiha","hoʻopiha237.3065","o","-4",4,"secondary","Secondary Stressed",1,"short",68.798752,NA,68.8,46.8464025818491,3.84687421986323,-1.13338023299907,-0.566076323724635,"-4_4"
"418","JM","KLH016c_0349","hoʻopiha","hoʻopiha237.3065","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",114.793055714286,114.733483398823,78.1,50.8273168837263,3.92843394398897,-1.12432543111386,-0.285177128035635,"-3_4"
"419","JM","KLH016c_0350","hoʻopiha","hoʻopiha237.3065","i","-2",4,"primary","Primary Stressed",1,"short",124.050232928571,124.306445568711,79.15,90.6859915756968,4.50740289729529,-1.02705546353005,0.647942752676617,"-2_4"
"420","JM","KLH016c_0351","hoʻopiha","hoʻopiha237.3065","a","-1",4,"unstressed","Final Unstressed",1,"short",118.882235857143,120.211178221266,75.7,93.2743748226983,4.53554541656745,-0.69076026506102,0.190504907688632,"-1_4"
"421","AA","KLH057a_5959","hoʻopiha","hoʻopiha2574.041494","o","-4",4,"secondary","Secondary Stressed",1,"short",NA,NA,72.9,32.895398,3.49333276956797,-0.95752211534945,-0.193482502004785,"-4_4"
"422","AA","KLH057a_5960","hoʻopiha","hoʻopiha2574.041494","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",121.994274,120.484897630512,77.35,38.377965,3.64748346676631,-0.833505542366266,-0.18333372478638,"-3_4"
"423","AA","KLH057a_5961","hoʻopiha","hoʻopiha2574.041494","i","-2",4,"primary","Primary Stressed",1,"short",166.154867076923,166.908942266857,83,84.066018,4.43160241873461,-1.15850409486081,0.625546199818534,"-2_4"
"424","AA","KLH057a_5962","hoʻopiha","hoʻopiha2574.041494","a","-1",4,"unstressed","Final Unstressed",1,"short",165.897664166667,163.133101815841,78.35,42.94677,3.75996144187706,-0.923476273939733,0.339814396146787,"-1_4"
"425","LV","KLH032a_1041","hoʻopili","hoʻopili568.821495934337","o","-4",4,"secondary","Secondary Stressed",1,"short",265.7491394,267.206353692711,77.9,45.1426917845765,3.809828401525,-0.954153614363709,-0.376931472907061,"-4_4"
"426","LV","KLH032a_1042","hoʻopili","hoʻopili568.821495934337","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",259.468010125,253.78385302651,79,50.9945222011083,3.93171821913429,-0.913544182284472,-0.166759518320769,"-3_4"
"427","LV","KLH032a_1043","hoʻopili","hoʻopili568.821495934337","i","-2",4,"primary","Primary Stressed",1,"short",260.572648888889,254.858011621814,78.3,63.5341588080109,4.15157769524845,-1.44846735762952,0.752621212149521,"-2_4"
"428","LV","KLH032a_1044","hoʻopili","hoʻopili568.821495934337","i","-1",4,"unstressed","Final Unstressed",1,"short",221.2283326,221.706268350343,76.7,69.3859892245428,4.23968496275878,-1.38927848623919,0.787858803694039,"-1_4"
"429","JM","KLH016c_0617","hoʻopiʻo","hoʻopiʻo346.2505","o","-4",4,"secondary","Secondary Stressed",1,"short",89.8945896666667,95.4460765399007,69.45,51.9180406731721,3.94966633426412,-0.975848913920827,-0.30966912343244,"-4_4"
"430","JM","KLH016c_0618","hoʻopiʻo","hoʻopiʻo346.2505","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",95.4446518,98.3999536732236,70.7,47.6643475356582,3.86418368731012,-0.675299661954642,-0.565295134715296,"-3_4"
"431","JM","KLH016c_0619","hoʻopiʻo","hoʻopiʻo346.2505","i","-2",4,"primary","Primary Stressed",1,"short",128.953911307692,126.495410279597,75.1,81.1765625547309,4.39662656701499,-1.38798799772142,0.665178012546151,"-2_4"
"432","JM","KLH016c_0620","hoʻopiʻo","hoʻopiʻo346.2505","o","-1",4,"unstressed","Final Unstressed",1,"short",116.914740115385,118.701434906026,74.1,140.214062594509,4.94317027338287,-0.936601032637571,-0.11872695336737,"-1_4"
"433","LV","KLH032d_0022","hoʻopuka","hoʻopuka15.2057675703497","o","-4",4,"secondary","Secondary Stressed",1,"short",164.261520333333,163.216520060915,69.9,44.5183199372163,3.79590078843598,-0.820091013227359,-0.190243963553839,"-4_4"
"434","LV","KLH032d_0023","hoʻopuka","hoʻopuka15.2057675703497","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",84.9711,65.426878014008,65.45,36.4904261780463,3.59704992969082,-0.974551530392495,-0.837906768078851,"-3_4"
"435","LV","KLH032d_0024","hoʻopuka","hoʻopuka15.2057675703497","u","-2",4,"primary","Primary Stressed",1,"short",198.975733,184.884998117043,67.8,36.236644704621,3.59007089147516,-1.06769486211173,-0.259413654066978,"-2_4"
"436","LV","KLH032d_0025","hoʻopuka","hoʻopuka15.2057675703497","a","-1",4,"unstressed","Final Unstressed",1,"short",165.195285,159.526841020479,70.45,59.1144904084366,4.07947607893514,-0.600671861004132,0.114616445433027,"-1_4"
"437","LV","KLH032d_0201","hoʻopuka","hoʻopuka92.9959","o","-4",4,"secondary","Secondary Stressed",1,"short",168.5953614,164.650539322555,71.7,50.4674400942235,3.92132837773082,-0.838853289682882,-0.329164675703967,"-4_4"
"438","LV","KLH032d_0202","hoʻopuka","hoʻopuka92.9959","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",118.211821285714,271.140537403434,67.8,59.6433382931849,4.08838246239418,-1.193096128653,-0.774669945249453,"-3_4"
"439","LV","KLH032d_0203","hoʻopuka","hoʻopuka92.9959","u","-2",4,"primary","Primary Stressed",1,"short",204.005104,189.655487692357,69.65,47.3955865464859,3.85852911353232,-1.53579554121138,-1.23301884253711,"-2_4"
"440","LV","KLH032d_0204","hoʻopuka","hoʻopuka92.9959","a","-1",4,"unstressed","Final Unstressed",1,"short",158.396357333333,154.524272213768,68.9,68.8192364921321,4.23148330603479,-0.79078488664186,0.267932574825869,"-1_4"
"441","DK","KLH063c_0861","kakolika","kakolika386.0928","a","-4",4,"secondary","Secondary Stressed",1,"short",173.664262444444,164.726276453578,76.4,60.0685242694112,4.09548598171181,-0.690201360239763,0.0278745484733536,"-4_4"
"442","DK","KLH063c_0862","kakolika","kakolika386.0928","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",171.7807284,169.092238494651,77.25,42.4308080590663,3.74787470355484,-0.917719959142446,-0.250519704736486,"-3_4"
"443","DK","KLH063c_0863","kakolika","kakolika386.0928","i","-2",4,"primary","Primary Stressed",1,"short",193.977969769231,193.887095055901,76.2,80.0913656925104,4.38316805416312,-1.21594873443906,0.646972128505794,"-2_4"
"444","DK","KLH063c_0864","kakolika","kakolika386.0928","a","-1",4,"unstressed","Final Unstressed",1,"short",170.1959136,155.169279734596,74.1,51.8773618690034,3.94888250751929,-0.792799443201678,0.00156173705424401,"-1_4"
"445","DK","KLH063c_1156","kakolika","kakolika483.190087295983","a","-4",4,"secondary","Secondary Stressed",1,"short",133.136032,NA,75.6,52.7099708452283,3.96480463775044,-0.583545004048136,0.116802300521679,"-4_4"
"446","DK","KLH063c_1157","kakolika","kakolika483.190087295983","o","-3",4,"unstressed","Antepen. Unstressed",1,"short",NA,NA,74.2,30.0000000000296,3.40119738166314,-1.13076705020565,-0.22674574771219,"-3_4"
"447","DK","KLH063c_1158","kakolika","kakolika483.190087295983","i","-2",4,"primary","Primary Stressed",1,"short",164.8381011,166.467499453347,75.6,60.0000000000023,4.09434456222214,-1.24819760971346,0.576322449409611,"-2_4"
"448","DK","KLH063c_1159","kakolika","kakolika483.190087295983","a","-1",4,"unstressed","Final Unstressed",1,"short",145.3189774,75.358121251593,73,70.00000000005,4.24849524205007,-0.784880687897497,-0.0430021729532042,"-1_4"
"449","JM","KLH016e_0074","kalawina","kalawina39.8893746573153","a","-4",4,"secondary","Secondary Stressed",1,"short",138.2918642,134.7329266602,77.5,50.0777813090565,3.91357742287626,-0.613772994072695,0.189257246890477,"-4_4"
"450","JM","KLH016e_0075","kalawina","kalawina39.8893746573153","a","-3",4,"unstressed","Antepen. Unstressed",1,"short",128.810366,124.049846795343,79.15,59.0067037716793,4.07765106069989,-0.672688012520344,0.138184241081855,"-3_4"
"451","JM","KLH016e_0076","kalawina","kalawina39.8893746573153","i","-2",4,"primary","Primary Stressed",1,"short",169.461673,172.617675144243,79.55,62.7735568521999,4.13953391556713,-1.22904880116237,0.624173490475137,"-2_4"
"452","JM","KLH016e_0077","kalawina","kalawina39.8893746573153","a","-1",4,"unstressed","Final Unstressed",1,"short",125.8946356,114.777600135499,77.4,76.6347185502596,4.33905021884361,-0.759462304703629,0.257657546082187,"-1_4"
"453","DK","KLH063c_1017","kalawina","kalawina440.5378","a","-4",4,"secondary","Secondary Stressed",1,"short",156.38298,142.422354643448,74.8,33.3029436014272,3.50564578951892,-0.762236792791512,0.117265049257378,"-4_4"
"454","DK","KLH063c_1018","kalawina","kalawina440.5378","a","-3",4,"unstressed","Antepen. Unstressed",1,"short",141.17575475,140.674537701795,71.8,52.3510666712923,3.95797231287386,-0.961422155637472,0.196827205889817,"-3_4"
